sample,Carangidae Seriola dumerili,Carangidae Seriola hippos,Carangidae Unknown sp10,Carcharhinidae Carcharhinus plumbeus,Chaetodontidae Chaetodon assarius,Cirrhitidae Paracirrhites forsteri,Echeneidae Unknown spp,Ginglymostomatidae Nebrius ferrugineus,Glaucosomatidae Glaucosoma hebraicum,Labridae Anampses geographicus,Labridae Austrolabrus maculatus,Labridae Bodianus bilunulatus,Labridae Bodianus solatus,Labridae Choerodon rubescens,Labridae Coris auricularis,Labridae Coris caudimacula,Labridae Labroides dimidiatus,Labridae Notolabrus parilus,Labridae Pseudojuloides elongatus,Labridae Suezichthys cyanolaemus,Labridae Unknown sp3,Labridae Unknown spp,Lethrinidae Gymnocranius spp,Lethrinidae Lethrinus miniatus,Lethrinidae Lethrinus nebulosus,Lethrinidae Lethrinus spp,Lethrinidae Unknown spp,Lutjanidae Lutjanus sp10,Monacanthidae Eubalichthys caeruleoguttatus,Mullidae Parupeneus chrysopleuron,Mullidae Parupeneus spilurus,Nemipteridae Pentapodus nagasakiensis,Ostraciidae Unknown spp,Pempherididae Pempheris klunzingeri,Pinguipedidae Parapercis spp,Platycephalidae Platycephalus spp,Pomacanthidae Apolemichthys trimaculatus,Pomacanthidae Chaetodontoplus personifer,Pomacanthidae Pomacanthus semicirculatus,Pomacentridae Chromis spp,Scaridae Scarus chameleon,Scaridae Scarus ghobban,Scaridae Scarus sp3,Scaridae Scarus spp,Scorpididae Neatypus obliquus,Scorpididae Scorpis georgiana,Serranidae Caprodon schlegelii,Serranidae Epinephelus rivulatus,Serranidae Plectropomus spp,Serranidae Pseudanthias spp,Sparidae Chrysophrys auratus,SUS SUS sus,Tetraodontidae Unknown spp,Acanthuridae Acanthurus olivaceus,Acanthuridae Acanthurus xanthopterus,Apogonidae Ostorhinchus angustatus,Apogonidae Ostorhinchus spp,Ariidae Netuma thalassina,Carangidae Carangoides fulvoguttatus,Carangidae Carangoides spp,Carangidae Pseudocaranx spp,Carangidae Unknown spp,Carcharhinidae Carcharhinus albimarginatus,Carcharhinidae Carcharhinus spp,Carcharhinidae Galeocerdo cuvier,Chaetodontidae Chaetodon auriga,Chaetodontidae Chaetodon lunula,Cheilodactylidae Cheilodactylus gibbosus,Dasyatidae Taeniurops meyeni,Echeneidae Echeneis naucrates,Gerreidae Parequula melbournensis,Gerreidae Pentaprion longimanus,Gerreidae Unknown spp,Glaucosomatidae Glaucosoma buergeri,Haemulidae Diagramma pictum labiosum,Labridae Anampses caeruleopunctatus,Labridae Bodianus spp,Labridae Bodianus vulpinus,Labridae Stethojulis sp,Labridae Stethojulis sp1,Labridae Stethojulis spp,Labridae Thalassoma lutescens,Labridae Unknown sp,Labridae Unknown sp1,Lethrinidae Gymnocranius grandoculis,Lethrinidae Lethrinus ravus,Lutjanidae Pristipomoides multidens,Lutjanidae Pristipomoides spp,Lutjanidae Pristipomoides typus,Monacanthidae Nelusetta ayraud,Monacanthidae Unknown sp1,Monacanthidae Unknown spp,Muraenidae Gymnothorax thyrsoideus,Muraenidae Gymnothorax woodwardi,Muraenidae Unknown spp,Nemipteridae Pentapodus spp,Nempiteridae Pentapodus nagasakiensis,Orectolobidae Orectolobus hutchinsi,Ostraciidae Tetrosomus reipublicae,Pempherididae Pempheris tominagai,Pinguipedidae Parapercis haackei,Pinguipedidae Parapercis nebulosa,Pinguipedidae Unknown spp,Pomacentridae Parma occidentalis,Rachycentridae Rachycentron canadum,Rhinidae Rhynchobatus australiae,Scombridae Scomberomorus spp,Serranidae Epinephelus areolatus,Serranidae Epinephelus morrhua,Siganidae Siganus argenteus,Siganidae Siganus punctatus,Sphyrnidae Sphyrna lewini,Tetraodontidae Lagocephalus sceleratus,Tetraodontidae Torquigener sp10,Tetraodontidae Unknown sp1,Triakidae Hemitriakis falcata,Triakidae Mustelus spp,Trygonorrhinidae Aptychotrema vincentiana,Urolophidae Unknown spp,Zanclidae Zanclus cornutus,,method,campaignid,latitude,longitude,status,depth,location,fov.limited,fov.open,fov.total.points.annotated,kelps,rock,macroalgae,sand,inverts,broad.ascidians,broad.bryozoa,broad.hydroids,broad.invertebrate.complex,broad.octocoral.black,broad.sponges,broad.total.points.annotated,mean.relief,sd.relief,z,slope,aspect,tpi,tri,roughness,detrended,lineartrend
npz6.33,0,0,0,0,0,0,0,0,0,3,1,0,0,0,17,1,1,1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0887,113.4437,No-take,28,NPZ6,5,75,80,0,0,1,0,0,0,0,0,0,0,0,79,3,0,-26,2.113693443,262.9625613,6.75,8,20,28.82446671,-54.82446671
npz6.34,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0563,113.549,No-take,49.1,NPZ6,5,75,80,0,0.012987013,0.103896104,0.350649351,0.532467532,0,0,0,0,0,41,77,1.738461538,0.44289259,-49,0.03899213,48.35994896,0.375,0.375,1,-1.784636259,-47.21536255
npz6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0417,113.2744,No-take,184,NPZ6,0,80,80,0,0,0,1,0,0,0,0,0,0,0,80,0,0,-189,0.329783454,256.3681814,0.25,1,4,13.87818813,-202.8781891
npz6.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0765,113.4739,No-take,52.9,NPZ6,7,73,80,0,0.189873418,0.012658228,0.797468354,0,0,0,0,0,0,0,79,0.596774194,0.494549884,-53,0.449899391,22.87276791,-1,1.5,7,-8.376885414,-44.62311554
npz6.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0964,113.4639,No-take,39.2,NPZ6,7,73,80,0,0.323529412,0.382352941,0.294117647,0,0,0,0,0,0,0,68,1.953846154,0.211451031,-37,2.048320689,57.06715178,-2.25,7,30,11.92410564,-48.9241066
npz6.38,0,0,0,0,0,0,0,0,0,1,0,0,0,2,17,3,0,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1187,113.4591,Fished,27.8,NPZ6,5,75,80,0,0.0375,0.95,0.0125,0,0,0,0,0,0,0,80,3,0,-26,1.214169902,230.2042974,2.375,4.625,18,29.37261772,-55.37261963
npz6.39,0,0,0,0,0,0,0,0,0,2,0,0,0,1,25,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1139,113.4539,Fished,36.3,NPZ6,5,75,80,0.015384615,0.015384615,0.892307692,0.076923077,0.015384615,0,0,0,0,0,1,65,2.967741935,0.178127044,-41,2.260399149,241.2396943,-5.875,8.125,28,15.00743484,-56.00743484
npz6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0769,113.2764,No-take,189,NPZ6,0,80,80,0,0,0,1,0,0,0,0,0,0,0,80,0,0,-198,0.284102018,24.22680774,-0.75,1.25,4,23.97490692,-221.9748993
npz6.40,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1038,113.4337,Fished,48.7,NPZ6,5,75,80,0.063291139,0.379746835,0.556962025,0.012658228,0.050632911,0,0,0,0,0,4,79,2.016129032,0.127000127,-46,0.585206092,63.72339067,2.125,2.625,7,16.74407768,-62.74407959
npz6.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1213,113.5639,Fished,48.5,NPZ6,5,55,60,0,0.9,0.016666667,0.083333333,0,0,0,0,0,0,0,60,1,0,-34,1.864029616,134.0039746,3.75,7.25,24,12.33787441,-46.33787537
npz6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,62,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1064,113.4111,Fished,56.2,NPZ6,7,73,80,0,0.679012346,0.049382716,0.234567901,0.037037037,0,0,0,0,0,3,81,1.716216216,0.802739663,-63,2.219769914,250.934951,0.875,7.625,25,14.34530544,-77.3453064
npz6.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.106,113.5316,Fished,50.8,NPZ6,5,55,60,0,0.033333333,0,0.966666667,0,0,0,0,0,0,0,60,1,0,-50,0.166024644,200.5604588,0.125,0.625,2,-6.899293423,-43.10070801
npz6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1138,113.5215,Fished,44.7,NPZ6,5,55,60,0.083333333,0.316666667,0.566666667,0,0.116666667,0,0,0,0,0,7,60,2.022222222,0.260147588,-46,0.298108656,342.938152,1.5,2,5,-2.523583651,-43.47641754
npz6.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1185,113.4816,Fished,44,NPZ6,5,75,80,0,0.4375,0.0875,0.4,0.075,0,0,0,0,0,6,80,1.233333333,0.499717434,-46,2.627485356,55.14461212,-1.25,9,26,2.572630405,-48.57263184
npz6.49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1139,113.4764,Fished,49.6,NPZ6,5,75,80,0,0.102564103,0.666666667,0.205128205,0.025641026,0,0,0,0,0,2,78,2.101694915,0.304841126,-43,2.339778816,63.7254999,-0.625,7.375,27,5.675897598,-48.67589951
npz6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0839,113.4763,No-take,53.2,NPZ6,6,74,80,0,0.063291139,0.151898734,0.721518987,0.063291139,0,0,0,0,0,5,79,1.202898551,0.530807103,-52,0.699506732,90,-0.875,2.375,8,-7.423784256,-44.57621765
npz6.50,0,0,0,0,0,0,0,0,0,1,1,0,0,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.1211,113.5564,Fished,32,NPZ6,5,55,60,0,0.033333333,0.9,0,0.066666667,0,0,0,0,0,4,60,3,0,-30,1.858300467,192.6849663,-0.25,6.75,24,15.73018551,-45.73018646
npz6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0362,113.4213,No-take,66.6,NPZ6,7,73,80,0,0,0,1,0,0,0,0,0,0,0,80,1,0,-66,0.545816998,131.6453143,-1.5,1.75,9,-6.312375069,-59.68762589
npz6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0687,113.3812,No-take,89.5,NPZ6,4,76,80,0,0,0,1,0,0,0,0,0,0,0,80,0.6,0.527224906,-91,1.714167285,240.0912602,0.75,6,21,-1.788487196,-89.2115097
npz6.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0888,113.4012,No-take,73.6,NPZ6,5,75,80,0,0,0.0125,0.3375,0.65,0,0,0,49,0,3,80,1.633802817,1.058832735,-68,2.834574216,260.5383474,4.875,10.125,26,11.08056545,-79.08056641
npz6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_Abrolhos_BOSS,-28.0486,113.3687,No-take,101,NPZ6,0,80,80,0,0,0,0.936708861,0.063291139,0,0,0,3,1,1,79,0.88,0.520596205,-107,1.777044075,270.8351011,0.875,6.125,18,-12.48963833,-94.51036072
npz6.10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0787,113.3764,No-take,112,NPZ6,17,23,40,0,0,0,1,0,0,0,0,0,0,0,28,0,0,-117,1.194116225,257.4709427,-0.125,4.125,12,-20.50422287,-96.49578094
npz6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0512,113.2763,No-take,185,NPZ6,16,24,40,0,0,0,1,0,0,0,0,0,0,0,28,0,0,-193,0.581031469,200.550863,-0.5,2.25,7,12.7787056,-205.7787018
npz6.13,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0611,113.3714,No-take,109,NPZ6,12,28,40,0,0,0,0.318181818,0.681818182,0,1,0,11,1,2,22,2.142857143,0.853563957,-112,1.907789329,262.9822297,-0.25,6.25,18,-16.32870674,-95.67129517
npz6.14,0,1,0,0,0,0,0,0,0,1,1,1,0,2,41,0,3,0,0,0,0,0,0,5,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,44,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0937,113.4213,No-take,42.1,NPZ6,12,28,40,0.217391304,0,0.869565217,0,0.130434783,0,0,0,0,0,3,23,2.846153846,0.367946484,-44,0.962217039,271.542765,1.375,3.375,11,23.1772747,-67.17727661
npz6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0588,113.3488,No-take,145,NPZ6,11,29,40,0,0,0,0.962962963,0.037037037,0,0,1,0,0,0,27,0,0,-153,0.898384885,256.6622478,-0.25,3,10,-36.5474205,-116.4525757
npz6.17,0,1,0,0,3,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0837,113.3839,No-take,94,NPZ6,4,15,19,0,0,0,0,1,0,1,0,9,1,5,16,2.571428571,0.646206173,-96,2.00343981,246.376465,4,7.25,22,-4.496846199,-91.50315094
npz6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0962,113.4438,No-take,42.7,NPZ6,6,34,40,0,0,0,1,0,0,0,0,0,0,0,34,1,0,-37,2.279575497,236.1782861,3.375,8.875,23,19.20058632,-56.20058823
npz6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,164,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0612,113.4339,No-take,43.6,NPZ6,12,28,40,0.035714286,0.571428571,0.321428571,0,0.107142857,0,0,0,0,0,3,28,1.458333333,0.508977378,-45,1.112075592,264.6535841,-0.625,3.875,11,10.65265751,-55.65265656
npz6.20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,0,0,0,4,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0736,113.4593,No-take,50.4,NPZ6,13,27,40,0,0.5,0.291666667,0.125,0.083333333,0,0,0,1,0,1,24,1.15,0.366347549,-44,0.697065182,41.9853071,3.5,3.75,10,3.933876753,-47.93387604
npz6.21,0,0,0,1,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,2,1,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BRUV,2021-05_Abrolhos_stereo-BRUVs,-28.0714,113.3992,No-take,59.3,NPZ6,6,34,40,0,0,0,0.058823529,0.941176471,0,2,0,13,4,13,34,2.153846154,0.367946484,-66,2.144764535,234.5805085,-1.875,8.125,23,10.4530344,-76.45303345
