sample,Apogonidae Apogon sp1,Apogonidae Ostorhinchus aureus,Balistidae Sufflamen fraenatum,Balistidae Unknown spp,Balistidae Xanthichthys lineopunctatus,Caesionidae Pterocaesio chrysozona,Carangidae Carangoides chrysophrys,Carangidae Carangoides coeruleopinnatus,Carangidae Carangoides fulvoguttatus,Carangidae Carangoides gymnostethus,Carangidae Carangoides spp,Carangidae Decapterus spp,Carangidae Gnathanodon speciosus,Carangidae Pseudocaranx spp,Carangidae Seriola spp,Carangidae Unknown spp,Carcharhinidae Carcharhinus albimarginatus,Carcharhinidae Carcharhinus plumbeus,Carcharhinidae Carcharhinus spp,Chaetodontidae Chaetodon assarius,Chaetodontidae Heniochus acuminatus,Chaetodontidae Heniochus diphreutes,Chaetodontidae Heniochus spp,Cirrhitidae Cyprinocirrhites polyactis,Clupeidae Unknown spp,Echeneidae Echeneis naucrates,Gobiidae Unknown spp,Holocentridae Sargocentron rubrum,Holocentridae Sargocentron spp,Labridae Bodianus bilunulatus,Labridae Bodianus solatus,Labridae Coris caudimacula,Labridae Labroides dimidiatus,Labridae Suezichthys cyanolaemus,Lethrinidae Gymnocranius sp1,Lethrinidae Lethrinus miniatus,Lethrinidae Lethrinus ravus,Lethrinidae Lethrinus rubrioperculatus,Lethrinidae Unknown spp,Lutjanidae Aphareus rutilans,Lutjanidae Lutjanus lemniscatus,Lutjanidae Lutjanus sebae,Lutjanidae Pristipomoides sp1,Lutjanidae Pristipomoides spp,Microdesmidae Ptereleotris heteroptera,Monacanthidae Unknown spp,Mullidae Parupeneus cyclostomus,Mullidae Parupeneus spilurus,Mullidae Unknown spp,Nemipteridae Pentapodus nagasakiensis,Nemipteridae Unknown spp,Ostraciidae Unknown spp,Pinguipedidae Parapercis nebulosa,Pomacanthidae Chaetodontoplus spp,Pomacanthidae Pomacanthus semicirculatus,Pomacentridae Amblypomacentrus breviceps,Priacanthidae Priacanthus hamrur,Priacanthidae Priacanthus spp,Scombridae Scomberomorus spp,Serranidae Cephalopholis sonnerati,Serranidae Epinephelus areolatus,Serranidae Epinephelus multinotatus,Serranidae Epinephelus spp,Serranidae Plectropomus spp,Serranidae Pseudanthias fasciata,Serranidae Pseudanthias georgei,Serranidae Pseudanthias spp,Serranidae Unknown spp,Sparidae Dentex spp,SUS SUS sus,Triakidae Unknown spp,Acanthuridae Naso brachycentron,Acanthuridae Naso fageni,Acanthuridae Naso hexacanthus,Albulidae Albula argentea,Apogonidae Apogon spp,Apogonidae Unknown spp,Balistidae Abalistes filamentosus,Balistidae Abalistes stellatus,Balistidae Pseudobalistes flavimarginatus,Balistidae Pseudobalistes fuscus,Carangidae Carangoides caeruleopinnatus,Carangidae Carangoides equula,Carangidae Caranx ignobilis,Carangidae Caranx lugubris,Carangidae Caranx sexfasciatus,Carangidae Decapterus muroadsi,Carangidae Seriola dumerili,Carangidae Seriola rivoliana,Carangidae Seriola sp1,Carangidae Seriolina nigrofasciata,Carangidae Unknown sp10,Carcharhinidae Carcharhinus macloti,Carcharhinidae Galeocerdo cuvier,Carcharhinidae Hemitriakis spp,Carcharhinidae Loxodon macrorhinus,Carcharhinidae Unknown spp,Cirrhitidae Cirrhitichthys aprinus,Cirrhitidae Paracirrhites forsteri,Dasyatidae Taeniurops meyeni,Ephippidae Platax batavianus,Fistulariidae Fistularia commersonii,Haemulidae Diagramma pictum,Labridae Bodianus izuensis,Labridae Choerodon sp1,Labridae Choerodon zamboangae,Labridae Diproctacanthus xanthurus,Labridae Oxycheilinus orientalis,Labridae Unknown spp,Lethrinidae Gymnocranius euanus,Lethrinidae Gymnocranius grandoculis,Lethrinidae Lethrinus nebulosus,Lethrinidae Lethrinus olivaceus,Lethrinidae Lethrinus spp,Lutjanidae Aprion virescens,Lutjanidae Pristipomoides filamentosus,Lutjanidae Pristipomoides multidens,Lutjanidae Pristipomoides typus,Malacanthidae Malacanthus brevirostris,Malacanthidae Malacanthus latovittatus,Microdesmidae Ptereleotris spp,Monacanthidae Aluterus monoceros,Mullidae Mulloidichthys flavolineatus,Mullidae Parupeneus chrysopleuron,Mullidae Parupeneus heptacanthus,Mullidae Upeneus moluccensis,Muraenidae Gymnothorax berndti,Muraenidae Gymnothorax javanicus,Muraenidae Gymnothorax pseudothyrsoideus,Muraenidae Gymnothorax sp1,Nemipteridae Nemipterus spp,Nemipteridae Nemipterus virgatus,Nemipteridae Parascolopsis eriomma,Nemipteridae Parascolopsis inermis,Nemipteridae Pentapodus spp,Nemipteridae Pentapodus vitta,Pinguipedidae Parapercis clathrata,Pinguipedidae Parapercis spp,Pomacanthidae Apolemichthys trimaculatus,Pomacanthidae Chaetodontoplus personifer,Pomacanthidae Pomacanthus imperator,Pteroidae Pterois antennata,Rhinobatidae Rhinobatos sainsburyi,Rhynchobatidae Rhynchobatus laevis,Scaridae Scarus ghobban,Scaridae Scarus sp3,Scombridae Scomberomorus commerson,Serranidae Epinephelus amblycephalus,Serranidae Epinephelus coioides,Serranidae Epinephelus morrhua,Serranidae Epinephelus rivulatus,Serranidae Epinephelus tukula,Serranidae Variola louti,Sparidae Argyrops spinifer,Sparidae Chrysophrys auratus,Sphyraenidae Sphyraena forsteri,Sphyraenidae Sphyraena jello,Sphyraenidae Sphyraena qenie,Sphyraenidae Sphyraena spp,Sphyrnidae Sphyrna mokarran,Stegostomatidae Stegostoma fasciatum,Synodontidae Saurida undosquamis,Tetraodontidae Arothron stellatus,Tetraodontidae Lagocephalus lunaris,Tetraodontidae Lagocephalus sceleratus,Triakidae Hemitriakis falcata,Triakidae Mustelus ravidus,Triakidae Mustelus stevensi,,method,campaignid,latitude,longitude,status,depth,location,rock,broad.hydroids,broad.invertebrate.complex,broad.octocoral.black,broad.sponges,sand,inverts,broad.total.points.annotated,mean.relief,sd.relief,broad.bryozoa,id,z,slope,aspect,tpi,tri,roughness,detrended,lineartrend
223,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7188,113.5517,No-take,80.5,Point Cloates,0,0,0,1,0,0.984375,0.015625,64,0.025,0.158113883,0,84,-77.07386017,0.727507828,276.9107616,0.326672554,2.530158043,7.5076828,8.398927689,-85.47278595
224,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7598,113.5487,No-take,76.1,Point Cloates,0,0,0,0,0,1,0,74,0,0,0,41,-70.9454422,0.638725435,277.0306322,0.077741623,2.164411545,6.509101868,19.21881294,-90.16425323
225,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7084,113.5624,No-take,72.1,Point Cloates,0,1,0,8,2,0.810344828,0.189655172,58,0.4,0.54537684,0,88,-68.73036194,0.379522959,250.7833831,0.10457325,1.339524269,4.182563782,0.863307655,-69.59366608
226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7536,113.5408,No-take,86.6,Point Cloates,0,0,0,0,0,1,0,79,0,0,0,44,-79.80143738,0.717243808,276.72266,0.164597511,2.49711132,6.937072754,21.3225174,-101.1239548
227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7262,113.5569,No-take,74.3,Point Cloates,0,0,1,2,0,0.960526316,0.039473684,76,0.01754386,0.132453236,0,76,-70.63409424,0.483812132,275.5010394,0.030977249,1.670278549,4.607666016,6.77115202,-77.40524292
228,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7233,113.5472,No-take,88,Point Cloates,0,0,0,0,0,1,0,60,0.025,0.158113883,0,81,-82.94277191,0.806273024,282.2620951,0.088942528,2.860070229,8.932052612,10.63561821,-93.57839203
229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6961,113.5632,No-take,76.2,Point Cloates,0,0,0,2,1,0.925,0.075,40,0.325,0.474341649,0,97,-67.98071289,0.79609627,314.984185,0.803544044,2.822907448,10.34112549,-1.395591259,-66.58512115
230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7341,113.5543,No-take,76.9,Point Cloates,0,0,0,0,0,1,0,64,0,0,0,68,-70.99669647,0.605481094,286.2620115,0.26224041,2.131926537,6.847564697,10.50731468,-81.50401306
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7464,113.5529,No-take,73.9,Point Cloates,0,0,0,0,0,1,0,77,0,0,0,60,-69.06030273,0.488923438,280.0237914,0.19789505,1.735427856,4.778182983,13.19871521,-82.25901794
232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7576,113.5368,No-take,90.9,Point Cloates,0,0,3,4,1,0.891891892,0.108108108,74,0.181818182,0.474962341,0,42,-83.26091003,0.639267494,299.5420765,0.368126869,2.323794365,6.906387329,25.54590988,-108.8068161
233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7305,113.5526,No-take,76.2,Point Cloates,0,0,0,0,0,1,0,58,0,0,0,73,-74.77977753,0.657833897,282.6959658,-0.109480858,2.32662487,7.186042786,10.5150671,-85.29484558
234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6938,113.5563,No-take,85.6,Point Cloates,0,0,0,0,0,1,0,49,0.029411765,0.171498585,0,100,-81.57725525,1.429655161,306.6075269,0.273485184,4.884382248,18.46833801,-1.632642865,-79.9446106
235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7275,113.5434,No-take,93,Point Cloates,0,0,0,0,0,1,0,57,0,0,0,77,-84.86094666,0.833927209,281.9603083,0.151168823,2.934036255,8.98765564,12.66865158,-97.52959442
236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.717,113.5499,No-take,86.2,Point Cloates,0,0,0,0,0,1,0,49,0,0,0,86,-81.28388214,0.82249234,276.2468564,-0.114743233,2.824435234,8.375694275,8.559391022,-89.84327698
237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7502,113.5462,No-take,81.8,Point Cloates,0,0,0,0,0,1,0,79,0,0,0,55,-75.06687164,0.558466323,288.6120211,-0.08591938,2.014735222,7.193397522,18.43416214,-93.5010376
238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6864,113.5594,No-take,85.9,Point Cloates,0,0,0,0,0,1,0,55,0.025,0.158113883,0,107,-86.76974487,1.154081557,295.7509441,-0.00438118,4.099462509,13.99476624,-9.447236061,-77.32250977
239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.6885,113.5564,No-take,90.5,Point Cloates,0,0,0,0,1,0.979591837,0.020408163,49,0.166666667,0.379049022,0,106,-88.89360046,1.29663273,298.0946594,0.013443947,4.60015583,15.79872131,-7.73395586,-81.15964508
24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2021-05_PtCloates_BOSS,-22.7113,113.5088,No-take,189,Point Cloates,0,0,0,0,0,1,0,53,0.025,0.158113883,0,15,-190.324234,2.250386265,292.4901419,-0.515800476,8.052864075,26.87286377,-20.48646355,-169.8377686
240,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.749,113.5509,No-take,75,Point Cloates,0,0,0,0,0,1,0,77,0.050847458,0.221571878,0,56,-71.08729553,0.57321244,281.1499923,-0.127393723,1.990663528,5.893936157,14.94352531,-86.03082275
241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7403,113.5387,No-take,94.4,Point Cloates,0,0,0,0,0,1,0,60,0,0,0,63,-85.30773926,0.586950619,291.1283485,0.150063515,2.11452961,7.083015442,20.05237389,-105.3601151
242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7009,113.5519,No-take,88.5,Point Cloates,0,0,1,13,4,0.64,0.36,50,0.58974359,0.637344355,0,94,-81.25045013,1.14598244,295.516112,0.662606239,4.1005373,14.59838867,6.133159161,-87.38360596
243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7206,113.5573,No-take,74.4,Point Cloates,0,0,1,0,0,0.98630137,0.01369863,73,0.039215686,0.196039212,0,82,-71.03482056,0.51108898,282.9610997,0.410969734,1.800160408,5.669715881,6.290082932,-77.3249054
244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,BOSS,2022-05_PtCloates_Naked-BOSS,-22.7347,113.5406,No-take,93,Point Cloates,0,0,0,0,0,1,0,52,0,0,0,65,-86.74945068,0.829568798,287.5597926,-0.096309662,2.956277847,9.680725098,14.74771118,-101.4971619
