"sample","imageptpair","filenameleft","frameleft","filenameright","frameright","period","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer.count","successful.count","successful.length"
"61","12","Left_MAH01259.MP4","45601","Right_MAH00274.MP4","39111","1","55.86831",98.77693,"3.33495","3.89725","1494.81692","10.74001","50.68952","28.36798","-234.37243","-150.55583","-1468.63206","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6779","113.5654","20220526","08:23:34",NA,NA,NA,"79.8","Kaitlin McCloghry","Yes","Yes"
"61","13","Left_MAH01259.MP4","45632","Right_MAH00274.MP4","39142","1","55.87693",148.72906,"1.63615","3.27771","1572.16798","6.30794","13.24255","19.18942","-139.34578","-102.08316","-1562.64965","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6779","113.5654","20220526","08:23:34",NA,NA,NA,"79.8","Kaitlin McCloghry","Yes","Yes"
"61","14","Left_MAH01259.MP4","45643","Right_MAH00274.MP4","39153","1","55.87999",120.03202,"0.94247","2.89139","1271.64269","8.71811","1.06939","3.39418","-101.37771","-163.93291","-1256.95016","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6779","113.5654","20220526","08:23:34",NA,NA,NA,"79.8","Kaitlin McCloghry","Yes","Yes"
"61","15","Left_MAH01259.MP4","45983","Right_MAH00274.MP4","39493","1","55.97453",131.53819,"1.63114","3.94895","2142.87322","3.59004","2.98752","1.31703","-85.23662","-103.62963","-2138.66810","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6779","113.5654","20220526","08:23:34",NA,NA,NA,"79.8","Kaitlin McCloghry","Yes","Yes"
"62","2","Left_MAH00220.MP4","25821","Right_MAH07637.MP4","31903","1","9.02763",360.20402,"2.57349","4.53972","1693.99954","13.70810","20.95874","8.30838","-355.51752","186.43599","-1645.74705","Lethrinidae","Gymnocranius","euanus","37351022",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","3","Left_MAH00220.MP4","25821","Right_MAH07637.MP4","31903","1","9.02763",279.69707,"4.68884","4.04163","2070.44985","22.61799","29.94829","1.08373","-777.60459","-171.37054","-1911.21056","Lethrinidae","Gymnocranius","euanus","37351022",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","4","Left_MAH00220.MP4","26021","Right_MAH07637.MP4","32103","1","9.08324",428.62209,"3.90206","8.07618","2009.88950","26.03036","27.26998","14.26833","-779.27470","413.17790","-1806.00963","Lethrinidae","Gymnocranius","euanus","37351022",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","5","Left_MAH00220.MP4","61283","Right_MAH07637.MP4","67365","1","18.88804",482.03817,"1.15340","2.32666","1042.92678","9.52681","20.81405","13.17558","-134.75976","107.86737","-1028.54300","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","6","Left_MAH00220.MP4","62589","Right_MAH07637.MP4","68671","1","19.25118",527.80098,"4.68015","6.56253","3553.57045","6.20164","7.76274","0.83505","116.32285","365.83637","-3532.77450","Acanthuridae","Naso","hexacanthus","37437028",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","7","Left_MAH00220.MP4","62594","Right_MAH07637.MP4","68676","1","19.25257",504.76105,"3.73227","12.75161","3514.02539","6.20595","5.04568","1.19042","82.60022","370.78645","-3493.43227","Acanthuridae","Naso","fageni","37437027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","8","Left_MAH00220.MP4","68555","Right_MAH07637.MP4","74637","1","20.91006",392.74471,"5.26139","6.38106","2703.62011","8.72137","18.44424","1.24256","224.82072","342.80235","-2672.35924","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","9","Left_MAH00220.MP4","68571","Right_MAH07637.MP4","74653","1","20.91450",806.25545,"49.79380","13.24876","5421.32389","24.15803","76.74529","1.41612","2182.32896","400.10325","-4946.52509","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","10","Left_MAH00220.MP4","68786","Right_MAH07637.MP4","74868","1","20.97429",385.51533,"1.60012","3.68938","1390.02866","10.23199","19.93628","31.92688","-144.61567","-200.13527","-1367.92246","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","11","Left_MAH00220.MP4","68786","Right_MAH07637.MP4","74868","1","20.97429",364.35216,"3.52440","4.10454","2351.26272","17.76839","4.56436","1.34285","-696.25211","173.46184","-2239.10258","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","12","Left_MAH00220.MP4","68838","Right_MAH07637.MP4","74920","1","20.98875",379.21861,"2.81997","3.62171","1716.36918","24.92224","19.99157","4.17492","-709.09250","-142.43874","-1556.54174","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","13","Left_MAH00220.MP4","69013","Right_MAH07637.MP4","75095","1","21.03741",367.39505,"3.76356","6.17854","1970.97263","16.43708","23.10900","2.84371","556.01720","43.43029","-1890.42106","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","14","Left_MAH00220.MP4","69042","Right_MAH07637.MP4","75124","1","21.04547",358.054,"1.11938","1.46828","1261.67022","4.82430","9.00510","16.30943","-83.29168","-65.73569","-1257.20048","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","15","Left_MAH00220.MP4","69097","Right_MAH07637.MP4","75179","1","21.06076",383.14676,"4.42316","6.74208","1625.18672","25.90600","69.62095","1.67552","-647.83132","290.63390","-1461.87496","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","16","Left_MAH00220.MP4","69215","Right_MAH07637.MP4","75297","1","21.09357",480.72956,"1.99292","2.15749","1672.87468","8.35850","13.08991","0.02939","-180.11185","-163.38978","-1655.10519","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","17","Left_MAH00220.MP4","69247","Right_MAH07637.MP4","75329","1","21.10247",371.86263,"5.20313","8.34765","2448.08254","20.89330","18.45753","1.08772","-863.93847","125.84973","-2287.11178","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","18","Left_MAH00221.MP4","10400","Right_MAH07638.MP4","16482","1","27.27892",595.49213,"8.43047","8.18515","4381.99128","12.23832","7.03299","4.54230","709.27301","599.80382","-4282.40758","Scombridae","Scomberomorus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","19","Left_MAH00221.MP4","10733","Right_MAH07638.MP4","16815","1","27.37151",705.0605,"59.83370","16.86717","6972.46395","26.15784","44.14308","1.52908","2711.00557","1448.64443","-6258.36493","Scombridae","Scomberomorus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","20","Left_MAH00221.MP4","29772","Right_MAH07638.MP4","35854","1","32.66541",342.60435,"6.91481","8.01573","2806.11015","21.47066","20.67811","14.47327","-1022.26492","99.59986","-2611.38056","Balistidae","Abalistes","filamentosus","37465089",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","21","Left_MAH00221.MP4","35181","Right_MAH07638.MP4","41263","1","34.16941",667.9967,"5.82767","5.18940","2519.04453","19.15688","21.91288","4.84465","-818.00825","119.14258","-2379.54888","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","22","Left_MAH00221.MP4","35541","Right_MAH07638.MP4","41623","1","34.26951",645.87793,"8.41888","4.13066","3039.54694","25.15586","22.42044","2.48875","1187.46900","509.24348","-2751.26045","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","23","Left_MAH00221.MP4","52533","Right_MAH07638.MP4","58615","1","38.99423",551.13126,"2.07198","4.80903","1648.57027","22.93781","7.49461","13.29710","-594.24223","-244.30010","-1518.21526","Lutjanidae","Lutjanus","sebae","37346004",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","24","Left_MAH00222.MP4","19931","Right_MAH07639.MP4","26013","1","52.46853",380.17134,"4.02330","1.89521","2367.71731","21.02465","8.93466","0.73942","779.90369","336.66100","-2210.08933","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"62","25","Left_MAH00222.MP4","19956","Right_MAH07639.MP4","26038","1","52.47548",303.06395,"4.30564","5.97441","2384.22466","26.54908","6.37098","3.55737","-1005.06927","354.22306","-2132.81247","Labridae","Bodianus","solatus","37384201",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7375","113.542","20220520","14:11:26",NA,NA,NA,"90.1","Henry Evans","Yes","Yes"
"63","2","Left_MAH00250.MP4","126","Right_MAH07666.MP4","75068","1","20.59891",49.62021,"2.16104","2.92907","2060.01662","12.33135","10.78042","8.57992","-88.73332","-430.90618","-2012.48968","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","3","Left_MAH00250.MP4","160","Right_MAH07666.MP4","75102","1","20.60837",70.69415,"2.85842","2.92102","2189.30777","13.39626","12.76044","2.55034","301.62981","-407.79933","-2129.73888","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","4","Left_MAH00250.MP4","29601","Right_MAH07667.MP4","23483","1","28.79460",627.26822,"10.33788","2.79254","3445.43293","22.38841","19.92004","2.47092","-1266.34482","344.27280","-3185.72678","Carangidae","Seriola","dumerili","37337025",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","5","Left_MAH00250.MP4","72039","Right_MAH07667.MP4","65920","1","40.59472",447.96678,"1.19769","0.67173","1350.51619","8.37620","12.62326","50.96409","-190.89526","-47.56792","-1336.11012","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","6","Left_MAH00250.MP4","72358","Right_MAH07667.MP4","66239","1","40.68342",532.14273,"1.27532","0.86540","1342.90680","14.12610","6.54766","29.68202","-292.92450","-147.01157","-1302.29855","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","7","Left_MAH00250.MP4","73067","Right_MAH07667.MP4","66948","1","40.88056",440.29853,"2.04642","1.83992","1568.24637","26.49464","0.15509","7.06155","698.32169","42.54844","-1403.54306","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","8","Left_MAH00250.MP4","73067","Right_MAH07667.MP4","66948","1","40.88056",441.50694,"3.00825","2.13438","1565.55229","22.01162","36.15200","11.64902","-585.41652","39.69182","-1451.43585","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","10","Left_MAH00251.MP4","14631","Right_MAH07668.MP4","8513","1","47.17157",470.17326,"3.51522","1.33582","1614.17690","17.05485","38.70408","1.99240","391.88677","265.60973","-1543.19256","Lethrinidae","Gymnocranius","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","11","Left_MAH00251.MP4","17587","Right_MAH07668.MP4","11468","1","47.99350",326.03079,"3.34402","1.29204","1769.17559","25.91294","29.15502","4.79862","-765.13326","-110.96970","-1591.30107","Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","12","Left_MAH00251.MP4","17920","Right_MAH07668.MP4","11801","1","48.08609",270.07556,"1.28252","2.46305","1537.22990","4.15858","6.17177","4.31091","-55.01347","-96.95518","-1533.18263","Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","13","Left_MAH00251.MP4","17927","Right_MAH07668.MP4","11808","1","48.08804",308.29994,"1.80085","4.32113","1304.97125","13.42218","24.67995","3.70145","214.35636","-214.03096","-1269.32740","Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","14","Left_MAH00251.MP4","18030","Right_MAH07668.MP4","11911","1","48.11668",287.16154,"3.26498","3.13353","1681.59700","3.81392","30.43755","4.06876","-43.76463","-102.93643","-1677.87283","Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"63","15","Left_MAH00251.MP4","18622","Right_MAH07668.MP4","12503","1","48.28129",289.63697,"3.78997","3.48729","1575.99805","3.79575","44.23914","11.67758","81.09808","-65.63572","-1572.54091","Lethrinidae","Lethrinus","ravus","37351031",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.6744","113.5666","20220526","08:17:59",NA,NA,NA,"81.1","Kaitlin McCloghry","Yes","Yes"
"64","1","Left_MAH00223.MP4","78208","Right_MAH00227.MP4","73339","1","3.34390",90.24422,"2.13440","0.57762","1814.25996","14.53194","13.23767","11.41449","253.71940","-377.97348","-1756.21801","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","5","Left_MAH00224.MP4","80","Right_MAH00227.MP4","76212","1","4.14275",88.62765,"2.53454","1.14242","1537.13270","7.62381","28.24813","15.37697","91.00459","-182.49674","-1523.54522","Labridae","Choerodon","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","6","Left_MAH00224.MP4","634","Right_MAH00227.MP4","76766","1","4.29679",65.62811,"2.05131","0.94287","1564.40560","16.71590","21.22861","23.24871","178.09545","-413.21876","-1498.29809","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","7","Left_MAH00224.MP4","643","Right_MAH00227.MP4","76775","1","4.29930",55.8473,"2.64402","3.34858","1314.66259","27.02949","66.65207","1.05143","-456.22670","-385.74656","-1171.06555","Pinguipedidae","Parapercis","nebulosa","37390005",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","8","Left_MAH00224.MP4","13684","Right_MAH00228.MP4","8755","1","7.92542",720.66831,"13.67229","2.02745","3482.09984","16.88549","30.44621","3.09923","996.55957","172.68258","-3331.97674","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","9","Left_MAH00224.MP4","13777","Right_MAH00228.MP4","8848","1","7.95128",739.16639,"9.82745","3.06368","3457.51583","2.15174","22.00236","7.50536","-47.02055","121.00170","-3455.07791","Carangidae","Carangoides","fulvoguttatus","37337037",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","10","Left_MAH00224.MP4","17643","Right_MAH00228.MP4","12714","1","9.02624",552.10861,"3.16841","2.10338","2024.66156","5.63619","17.11596","9.64949","198.01458","-18.15363","-2014.87347","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","11","Left_MAH00224.MP4","17980","Right_MAH00228.MP4","13051","1","9.11994",520.68201,"4.61146","1.50548","1883.13392","5.42028","34.72312","2.23670","177.17216","-15.87636","-1874.71366","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","12","Left_MAH00224.MP4","18216","Right_MAH00228.MP4","13287","1","9.18557",512.25542,"1.82637","1.42511","1612.85523","10.44044","13.00911","4.41604","104.66762","272.88620","-1586.15251","Lutjanidae","Lutjanus","lemniscatus","37346010",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","13","Left_MAH00224.MP4","18313","Right_MAH00228.MP4","13384","1","9.21254",493.7239,"1.14558","3.37392","986.08889","9.86069","23.85248","5.51392","-168.86303","1.63304","-971.52144","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","14","Left_MAH00224.MP4","18346","Right_MAH00228.MP4","13417","1","9.22171",655.41016,"1.62442","2.18209","1316.39952","17.41543","10.42354","12.16956","381.60867","-98.01634","-1256.05545","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","15","Left_MAH00224.MP4","18351","Right_MAH00228.MP4","13422","1","9.22310",644.27783,"10.17423","5.03333","3324.61761","21.02772","20.47922","10.08107","1185.06948","136.78760","-3103.22119","Carcharhinidae","Carcharhinus","albimarginatus","37018027",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","16","Left_MAH00224.MP4","19184","Right_MAH00228.MP4","14255","1","9.45472",459.79575,"1.08106","3.77568","1231.57197","13.77327","4.45945","13.90338","155.05901","-248.85877","-1196.15866","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","17","Left_MAH00224.MP4","37317","Right_MAH00228.MP4","32388","1","14.49670",307.85641,"5.87135","2.71266","2057.45712","25.78592","44.18450","3.98170","862.05888","240.63357","-1852.58732","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","18","Left_MAH00224.MP4","37326","Right_MAH00228.MP4","32397","1","14.49921",310.2817,"6.51760","6.10065","2171.59988","29.55552","50.00585","2.27409","976.43027","440.46103","-1889.02727","Carangidae","Decapterus","spp",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","19","Left_MAH00224.MP4","45455","Right_MAH00228.MP4","40526","1","16.75952",92.29054,"5.62076","6.00658","2406.17473","8.05795","29.48360","25.11607","-112.40573","-318.00279","-2382.41810","Nemipteridae","Pentapodus","nagasakiensis","37347012",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","23","Left_MAH00224.MP4","60453","Right_MAH00228.MP4","55524","1","20.92980",535.95613,"1.74719","2.80768","1505.70401","14.88344","10.51207","9.77921","-386.12094","21.96724","-1455.18817","Haemulidae","Diagramma","pictum","37350003",1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
"64","24","Left_MAH00224.MP4","78008","Right_MAH00228.MP4","73079","1","25.81106",502.86017,"3.89853","3.56854","2391.28726","6.41354","15.53207","10.74250","266.49596","-18.18854","-2376.32149","Lutjanidae","Pristipomoides","sp1",NA,1,"AD","Passing",NA,NA,"2022-05_PtCloates_stereo-BRUVS",NA,NA,NA,NA,NA,NA,"-22.7343","113.5508","20220520","14:30:16",NA,NA,NA,"79.2","Kaitlin McCloghry","Yes","Yes"
