"","sample.x","scientific","maxn","family","genus","species","campaignid.x","latitude.x","longitude.x","date.time","location.x","status.x","depth.x","successful.count.x","successful.length.x","method.x","unique_id","date.x","time","site.x","observer.count","sample.y","latitude.y","longitude.y","date.y","site.y","location.y","depth.y","successful.count.y","rock","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","method.y","campaignid.y","broad.bryozoa","id","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts","sample","method","campaignid","latitude","longitude","date","location","status.y","site","depth","successful.count","successful.length.y"
"202","274","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2022-05_PtCloates_Naked-BOSS",-22.7343,113.5502,"23/05/2022 0:50","Point Cloates","No-take",79.2,"Yes","Yes","BOSS","2022-05_PtCloates_Naked-BOSS_274",NA,NA,NA,NA,"274",-22.7343,113.5502,20220523,NA,"Point Cloates",79.2,"Yes",0,0,0,4,1,0.912280701754386,57,0.377777777777778,0.4903101471559,"BOSS","2022-05_PtCloates_Naked-BOSS",0,69,74.0769119262695,0.668145711623484,285.428643780015,-0.195757865905762,2.39053821563721,7.28445434570312,11.2678279876709,-85.3447418212891,0.087719298245614,"274","BOSS","2022-05_PtCloates_Naked-BOSS",-22.7343,113.5502,NA,"Point Cloates","No-take",NA,79.2,"Yes","Yes"
"203","28","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7585,113.4762,"19/05/2021 3:26","Point Cloates","Fished",206,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_28",NA,NA,NA,NA,"28",-22.7585,113.4762,20210519,"outNP.4","Point Cloates",206,"Yes",0,0,0,0,0,1,43,0,0,"BOSS","2021-05_PtCloates_BOSS",0,19,219.274887084961,1.82736186270337,294.958454582396,-0.783740997314453,6.53219604492188,22.3439331054688,5.3753228187561,-224.650207519531,0,"28","BOSS","2021-05_PtCloates_BOSS",-22.7585,113.4762,NA,"Point Cloates","Fished",NA,206,"Yes","Yes"
"204","29","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7758,113.494,"19/05/2021 6:05","Point Cloates","Fished",152,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_29",NA,NA,NA,NA,"29",-22.7758,113.494,20210519,"outNP.5","Point Cloates",152,"Yes",0,0,1,1,5,0.867924528301887,53,0.583333333333333,0.554204706893452,"BOSS","2021-05_PtCloates_BOSS",0,20,131.818206787109,1.00257284139827,289.704780968301,0.620437622070312,3.55547714233398,12.4027404785156,49.1793670654297,-180.997573852539,0.132075471698113,"29","BOSS","2021-05_PtCloates_BOSS",-22.7758,113.494,NA,"Point Cloates","Fished",NA,152,"Yes","Yes"
"205","30","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7887,113.4839,"19/05/2021 6:46","Point Cloates","Fished",169,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_30",NA,NA,NA,NA,"30",-22.7887,113.4839,20210519,"outNP.6","Point Cloates",169,"Yes",0,1,2,0,0,0.943396226415094,53,0.0571428571428571,0.235504107976803,"BOSS","2021-05_PtCloates_BOSS",0,21,140.957473754883,0.845807787732315,310.190375376739,0.864374160766602,3.0188159942627,11.0871276855469,55.0681381225586,-196.025619506836,0.0566037735849057,"30","BOSS","2021-05_PtCloates_BOSS",-22.7887,113.4839,NA,"Point Cloates","Fished",NA,169,"Yes","Yes"
"206","31","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7936,113.5041,"19/05/2021 7:43","Point Cloates","Fished",116,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_31",NA,NA,NA,NA,"31",-22.7936,113.5041,20210519,"outNP.7","Point Cloates",116,"Yes",0,0,3,4,11,0.617021276595745,47,1.25,0.493548116792825,"BOSS","2021-05_PtCloates_BOSS",0,22,102.314041137695,0.655775101947455,299.56555119846,-0.306170463562012,2.24008655548096,8.58426666259766,54.2973861694336,-156.611434936523,0.382978723404255,"31","BOSS","2021-05_PtCloates_BOSS",-22.7936,113.5041,NA,"Point Cloates","Fished",NA,116,"Yes","Yes"
"207","32","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7537,113.4863,"19/05/2021 3:44","Point Cloates","Fished",194,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_32",NA,NA,NA,NA,"32",-22.7537,113.4863,20210519,"outNP.8","Point Cloates",194,"Yes",0,0,0,0,0,1,35,0,0,"BOSS","2021-05_PtCloates_BOSS",0,23,193.968963623047,2.31579318026673,297.605374818671,-0.300344467163086,8.18643760681152,28.6856079101562,10.4092302322388,-204.378189086914,0,"32","BOSS","2021-05_PtCloates_BOSS",-22.7537,113.4863,NA,"Point Cloates","Fished",NA,194,"Yes","Yes"
"208","33","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7163,113.4963,"20/05/2021 1:54","Point Cloates","Fished",207,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_33",NA,NA,NA,NA,"33",-22.7163,113.4963,20210520,"outNP.9","Point Cloates",207,"Yes",0,0,0,0,0,1,48,0,0,"BOSS","2021-05_PtCloates_BOSS",0,24,217.772064208984,1.00205153037954,290.253391139043,-0.251298904418945,3.54981803894043,12.0262451171875,-21.6659469604492,-196.10612487793,0,"33","BOSS","2021-05_PtCloates_BOSS",-22.7163,113.4963,NA,"Point Cloates","Fished",NA,207,"Yes","Yes"
"209","34","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7662,113.4889,"19/05/2021 5:14","Point Cloates","Fished",179,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_34",NA,NA,NA,NA,"34",-22.7662,113.4889,20210519,"outNP.10","Point Cloates",179,"Yes",0,0,2,2,1,0.895833333333333,48,0.1,0.3038218101251,"BOSS","2021-05_PtCloates_BOSS",0,25,158.00666809082,2.0945715665506,299.660510275747,0.257875442504883,7.40457725524902,26.1784057617188,36.5768165588379,-194.583480834961,0.104166666666667,"34","BOSS","2021-05_PtCloates_BOSS",-22.7662,113.4889,NA,"Point Cloates","Fished",NA,179,"Yes","Yes"
"210","36","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7564,113.4711,"19/05/2021 3:08","Point Cloates","Fished",215,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_36",NA,NA,NA,NA,"36",-22.7564,113.4711,20210519,"outNP.12","Point Cloates",215,"Yes",0,0,0,0,0,1,32,0,0,"BOSS","2021-05_PtCloates_BOSS",0,26,232.141204833984,0.880275491029078,289.60098703827,-0.239295959472656,3.16380310058594,10.6974182128906,5.03656005859375,-237.177764892578,0,"36","BOSS","2021-05_PtCloates_BOSS",-22.7564,113.4711,NA,"Point Cloates","Fished",NA,215,"Yes","Yes"
"211","37","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7836,113.4886,"19/05/2021 6:32","Point Cloates","Fished",156,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_37",NA,NA,NA,NA,"37",-22.7836,113.4886,20210519,"outNP.13","Point Cloates",156,"Yes",0,0,0,0,0,1,49,0.0588235294117647,0.238832573610613,"BOSS","2021-05_PtCloates_BOSS",0,27,135.751846313477,0.472102674364555,264.546645108568,2.3707332611084,3.15069007873535,9.46940612792969,52.390251159668,-188.142105102539,0,"37","BOSS","2021-05_PtCloates_BOSS",-22.7836,113.4886,NA,"Point Cloates","Fished",NA,156,"Yes","Yes"
"212","39","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7938,113.4843,"19/05/2021 7:14","Point Cloates","Fished",156,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_39",NA,NA,NA,NA,"39",-22.7938,113.4843,20210519,"outNP.15","Point Cloates",156,"Yes",0,1,1,2,2,0.884615384615385,52,0.354838709677419,0.48637345711392,"BOSS","2021-05_PtCloates_BOSS",0,28,132.629302978516,1.15036660029701,309.406297552245,2.44379234313965,5.10973930358887,16.2569122314453,61.1626205444336,-193.791931152344,0.115384615384615,"39","BOSS","2021-05_PtCloates_BOSS",-22.7938,113.4843,NA,"Point Cloates","Fished",NA,156,"Yes","Yes"
"213","4","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7113,113.5415,"20/05/2021 3:01","Point Cloates","No-take",100,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_4",NA,NA,NA,NA,"4",-22.7113,113.5415,20210520,"inNP.4","Point Cloates",100,"Yes",0,0,0,2,2,0.935483870967742,62,0.414634146341463,0.546608166610121,"BOSS","2021-05_PtCloates_BOSS",0,3,97.0463638305664,1.24957117273754,285.530650365929,-0.139700889587402,4.5192289352417,13.2726287841797,6.72569894790649,-103.772064208984,0.0645161290322581,"4","BOSS","2021-05_PtCloates_BOSS",-22.7113,113.5415,NA,"Point Cloates","No-take",NA,100,"Yes","Yes"
"214","40","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7809,113.4964,"19/05/2021 6:17","Point Cloates","Fished",138,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_40",NA,NA,NA,NA,"40",-22.7809,113.4964,20210519,"outNP.16","Point Cloates",138,"Yes",0,1,2,0,5,0.843137254901961,51,0.594594594594595,0.643750273331526,"BOSS","2021-05_PtCloates_BOSS",0,29,121.165657043457,1.5454383878752,292.509747952586,2.28282928466797,5.74299430847168,16.7619247436523,53.297794342041,-174.463455200195,0.156862745098039,"40","BOSS","2021-05_PtCloates_BOSS",-22.7809,113.4964,NA,"Point Cloates","Fished",NA,138,"Yes","Yes"
"215","42","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7887,113.4764,"19/05/2021 7:00","Point Cloates","Fished",184,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_42",NA,NA,NA,NA,"42",-22.7887,113.4764,20210519,"outNP.18","Point Cloates",184,"Yes",0,0,0,0,0,1,47,0.025,0.158113883008419,"BOSS","2021-05_PtCloates_BOSS",0,30,154.185516357422,1.83752011000739,302.070290496111,1.31017112731934,6.32818031311035,22.9294281005859,57.1457633972168,-211.331283569336,0,"42","BOSS","2021-05_PtCloates_BOSS",-22.7887,113.4764,NA,"Point Cloates","Fished",NA,184,"Yes","Yes"
"216","43","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7587,113.4991,"19/05/2021 4:47","Point Cloates","Fished",160,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_43",NA,NA,NA,NA,"43",-22.7587,113.4991,20210519,"outNP.19","Point Cloates",160,"Yes",0,0,0,0,0,1,60,0,0,"BOSS","2021-05_PtCloates_BOSS",0,31,141.003021240234,1.6174531521841,298.273256171516,0.0456924438476562,5.76981353759766,20.4479522705078,35.4046745300293,-176.407699584961,0,"43","BOSS","2021-05_PtCloates_BOSS",-22.7587,113.4991,NA,"Point Cloates","Fished",NA,160,"Yes","Yes"
"217","44","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7912,113.5064,"19/05/2021 7:52","Point Cloates","Fished",114,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_44",NA,NA,NA,NA,"44",-22.7912,113.5064,20210519,"outNP.20","Point Cloates",114,"Yes",0,0,6,4,14,0.510204081632653,49,1.08571428571429,0.445330582523918,"BOSS","2021-05_PtCloates_BOSS",0,32,101.214881896973,0.583269195832612,281.467028943584,-0.873313903808594,2.20547676086426,6.37101745605469,51.8502960205078,-153.065170288086,0.489795918367347,"44","BOSS","2021-05_PtCloates_BOSS",-22.7912,113.5064,NA,"Point Cloates","Fished",NA,114,"Yes","Yes"
"218","45","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7512,113.4889,"19/05/2021 4:28","Point Cloates","Fished",191,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_45",NA,NA,NA,NA,"45",-22.7512,113.4889,20210519,"outNP.21","Point Cloates",191,"Yes",0,0,0,0,0,1,50,0,0,"BOSS","2021-05_PtCloates_BOSS",0,33,190.010101318359,2.32278200119123,297.625687296093,-0.348501205444336,8.2264461517334,28.8202056884766,9.8001537322998,-199.810256958008,0,"45","BOSS","2021-05_PtCloates_BOSS",-22.7512,113.4889,NA,"Point Cloates","Fished",NA,191,"Yes","Yes"
"219","46","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7463,113.5214,"20/05/2021 0:47","Point Cloates","Fished",113,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_46",NA,NA,NA,NA,"46",-22.7463,113.5214,20210520,"outNP.22","Point Cloates",113,"Yes",0,0,2,3,7,0.720930232558139,43,0.6875,0.535061045658012,"BOSS","2021-05_PtCloates_BOSS",0,34,107.310768127441,1.02657547482616,284.540461940355,-0.140668869018555,3.67544364929199,10.7810211181641,28.2339496612549,-135.544723510742,0.27906976744186,"46","BOSS","2021-05_PtCloates_BOSS",-22.7463,113.5214,NA,"Point Cloates","Fished",NA,113,"Yes","Yes"
"220","47","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7637,113.4839,"19/05/2021 5:28","Point Cloates","Fished",190,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_47",NA,NA,NA,NA,"47",-22.7637,113.4839,20210519,"outNP.23","Point Cloates",190,"Yes",0,0,0,0,0,1,50,0,0,"BOSS","2021-05_PtCloates_BOSS",0,35,181.39599609375,2.40874694912638,298.274228743572,0.0472240447998047,8.51714515686035,29.9535369873047,24.7048683166504,-206.100860595703,0,"47","BOSS","2021-05_PtCloates_BOSS",-22.7637,113.4839,NA,"Point Cloates","Fished",NA,190,"Yes","Yes"
"221","48","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7712,113.4688,"19/05/2021 5:44","Point Cloates","Fished",208,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_48",NA,NA,NA,NA,"48",-22.7712,113.4688,20210519,"outNP.24","Point Cloates",208,"Yes",0,0,0,0,0,1,58,0,0,"BOSS","2021-05_PtCloates_BOSS",0,36,222.682495117188,1.92249074670292,295.525275402299,-0.98309326171875,6.84294509887695,23.2386016845703,13.2761211395264,-235.958618164062,0,"48","BOSS","2021-05_PtCloates_BOSS",-22.7712,113.4688,NA,"Point Cloates","Fished",NA,208,"Yes","Yes"
"222","49","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7986,113.4864,"19/05/2021 7:28","Point Cloates","Fished",148,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_49",NA,NA,NA,NA,"49",-22.7986,113.4864,20210519,"outNP.25","Point Cloates",148,"Yes",0,0,2,1,2,0.868421052631579,38,0.314285714285714,0.471008215953606,"BOSS","2021-05_PtCloates_BOSS",0,37,122.053665161133,1.54946054275885,298.484009235743,1.32264614105225,5.39433002471924,18.6223983764648,64.5897750854492,-186.643432617188,0.131578947368421,"49","BOSS","2021-05_PtCloates_BOSS",-22.7986,113.4864,NA,"Point Cloates","Fished",NA,148,"Yes","Yes"
"223","50","Lethrinidae Lethrinus miniatus",1,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7026,113.556,"20/05/2021 4:11","Point Cloates","No-take",77.6,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_50",NA,NA,NA,NA,"50",-22.7026,113.556,20210520,NA,"Point Cloates",77.6,"Yes",0,0,6,11,20,0.288461538461538,52,1.88372093023256,0.956414492869353,"BOSS","2021-05_PtCloates_BOSS",0,38,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.711538461538462,"50","BOSS","2021-05_PtCloates_BOSS",-22.7026,113.556,NA,"Point Cloates","No-take",NA,77.6,"Yes","Yes"
"224","7","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7462,113.5314,"20/05/2021 0:33","Point Cloates","No-take",99.6,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_7",NA,NA,NA,NA,"7",-22.7462,113.5314,20210520,"inNP.7","Point Cloates",99.6,"Yes",0,0,5,0,0,0.895833333333333,48,0.0512820512820513,0.223455865030959,"BOSS","2021-05_PtCloates_BOSS",0,4,92.3609237670898,0.708442396870028,279.912550903321,0.102400779724121,2.50565242767334,7.36480712890625,25.3712692260742,-117.732192993164,0.104166666666667,"7","BOSS","2021-05_PtCloates_BOSS",-22.7462,113.5314,NA,"Point Cloates","No-take",NA,99.6,"Yes","Yes"
"225","9","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.6937,113.5389,"20/05/2021 4:21","Point Cloates","No-take",114,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_9",NA,NA,NA,NA,"9",-22.6937,113.5389,20210520,"inNP.9","Point Cloates",114,"Yes",0,1,10,6,22,0.25,52,1.55,0.638507875982989,"BOSS","2021-05_PtCloates_BOSS",0,5,106.121238708496,1.17890821930183,293.59060566497,1.55457782745361,4.22517681121826,14.0393981933594,6.87592267990112,-112.997161865234,0.75,"9","BOSS","2021-05_PtCloates_BOSS",-22.6937,113.5389,NA,"Point Cloates","No-take",NA,114,"Yes","Yes"
"226","M1","Lethrinidae Lethrinus miniatus",0,"Lethrinidae","Lethrinus","miniatus","2021-05_PtCloates_BOSS",-22.7228,113.4986,"20/05/2021 1:38","Point Cloates","Fished",197,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_M1",NA,NA,NA,NA,"M1",-22.7228,113.4986,20210520,NA,"Point Cloates",197,"Yes",0,0,0,2,0,0.964285714285714,56,0.0666666666666667,0.253708131702462,"BOSS","2021-05_PtCloates_BOSS",0,39,205.312377929688,1.69670164812616,292.88448460856,-0.653583526611328,6.08745956420898,19.9461822509766,-17.9384689331055,-187.373901367188,0.0357142857142857,"M1","BOSS","2021-05_PtCloates_BOSS",-22.7228,113.4986,NA,"Point Cloates","Fished",NA,197,"Yes","Yes"
"227","1","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.6886,113.5539,"20/05/2021 5:03","Point Cloates","No-take",93.6,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_1",NA,NA,NA,NA,"1",-22.6886,113.5539,20210520,"inNP.1","Point Cloates",93.6,"Yes",0,0,1,0,1,0.966101694915254,59,0.292682926829268,0.512049921346757,"BOSS","2021-05_PtCloates_BOSS",0,1,94.4012908935547,1.24814824567219,294.532074312245,-0.609800338745117,4.40376281738281,14.2044372558594,-8.65922069549561,-85.742073059082,0.0338983050847458,"1","BOSS","2021-05_PtCloates_BOSS",-22.6886,113.5539,NA,"Point Cloates","No-take",NA,93.6,"Yes","Yes"
"228","10","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.6887,113.5238,"20/05/2021 4:02","Point Cloates","No-take",176,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_10",NA,NA,NA,NA,"10",-22.6887,113.5238,20210520,"inNP.10","Point Cloates",176,"Yes",0,0,0,0,0,1,62,0,0,"BOSS","2021-05_PtCloates_BOSS",0,6,172.977447509766,2.65043696821996,295.104761091155,-0.261472702026367,9.46026420593262,32.2467803955078,-26.3060455322266,-146.671401977539,0,"10","BOSS","2021-05_PtCloates_BOSS",-22.6887,113.5238,NA,"Point Cloates","No-take",NA,176,"Yes","Yes"
"229","12","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.7137,113.5364,"20/05/2021 2:49","Point Cloates","No-take",107,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_12",NA,NA,NA,NA,"12",-22.7137,113.5364,20210520,"inNP.12","Point Cloates",107,"Yes",0,1,7,3,16,0.53448275862069,58,0.975,0.35716117169158,"BOSS","2021-05_PtCloates_BOSS",0,7,104.105476379395,0.368889914573657,259.17996173138,-1.25739288330078,1.59708213806152,5.55146789550781,8.51981449127197,-112.625289916992,0.46551724137931,"12","BOSS","2021-05_PtCloates_BOSS",-22.7137,113.5364,NA,"Point Cloates","No-take",NA,107,"Yes","Yes"
"230","13","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.7037,113.5389,"20/05/2021 3:16","Point Cloates","No-take",107,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_13",NA,NA,NA,NA,"13",-22.7037,113.5389,20210520,"inNP.13","Point Cloates",107,"Yes",0,3,1,8,8,0.655172413793103,58,0.775,0.53048115556564,"BOSS","2021-05_PtCloates_BOSS",0,8,102.062187194824,0.284040969191296,293.04871430008,0.228021621704102,1.29561233520508,4.58540344238281,7.97709989547729,-110.039283752441,0.344827586206897,"13","BOSS","2021-05_PtCloates_BOSS",-22.7037,113.5389,NA,"Point Cloates","No-take",NA,107,"Yes","Yes"
"231","15","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.7037,113.5188,"20/05/2021 3:33","Point Cloates","No-take",168,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_15",NA,NA,NA,NA,"15",-22.7037,113.5188,20210520,"inNP.15","Point Cloates",168,"Yes",0,0,2,2,0,0.928571428571429,56,0.393939393939394,0.496197663448873,"BOSS","2021-05_PtCloates_BOSS",0,9,162.331604003906,2.65654623952163,292.732136497201,0.0917835235595703,9.4674015045166,31.818359375,-11.443359375,-150.888244628906,0.0714285714285714,"15","BOSS","2021-05_PtCloates_BOSS",-22.7037,113.5188,NA,"Point Cloates","No-take",NA,168,"Yes","Yes"
"232","18","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.6838,113.5489,"20/05/2021 5:14","Point Cloates","No-take",102,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_18",NA,NA,NA,NA,"18",-22.6838,113.5489,20210520,"inNP.18","Point Cloates",102,"Yes",0,0,5,19,6,0.444444444444444,54,1.30769230769231,1.02991686312016,"BOSS","2021-05_PtCloates_BOSS",0,10,98.5445938110352,0.1976801885882,251.829307225347,1.81786918640137,1.81786918640137,3.34256744384766,-1.61400711536407,-96.9305877685547,0.555555555555556,"18","BOSS","2021-05_PtCloates_BOSS",-22.6838,113.5489,NA,"Point Cloates","No-take",NA,102,"Yes","Yes"
"233","19","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.7314,113.5313,"20/05/2021 0:09","Point Cloates","No-take",106,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_19",NA,NA,NA,NA,"19",-22.7314,113.5313,20210520,"inNP.19","Point Cloates",106,"Yes",0,2,4,5,13,0.538461538461538,52,0.945945945945946,0.704980139434436,"BOSS","2021-05_PtCloates_BOSS",0,11,106.969993591309,0.883929779737673,283.343247902757,-1.34211349487305,3.18802261352539,10.0984115600586,12.2413501739502,-119.21134185791,0.461538461538462,"19","BOSS","2021-05_PtCloates_BOSS",-22.7314,113.5313,NA,"Point Cloates","No-take",NA,106,"Yes","Yes"
"234","2","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.6987,113.5214,"20/05/2021 3:47","Point Cloates","No-take",167,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_2",NA,NA,NA,NA,"2",-22.6987,113.5214,20210520,"inNP.2","Point Cloates",167,"Yes",0,0,0,1,0,0.98,50,0.333333333333333,0.479463301485384,"BOSS","2021-05_PtCloates_BOSS",0,2,161.940063476562,2.74160349280455,294.124156636904,-0.207582473754883,9.75778007507324,33.1934509277344,-14.435076713562,-147.504989624023,0.02,"2","BOSS","2021-05_PtCloates_BOSS",-22.6987,113.5214,NA,"Point Cloates","No-take",NA,167,"Yes","Yes"
"235","20","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2021-05_PtCloates_BOSS",-22.7187,113.5265,"20/05/2021 2:35","Point Cloates","No-take",120,"Yes","Yes","BOSS","2021-05_PtCloates_BOSS_20",NA,NA,NA,NA,"20",-22.7187,113.5265,20210520,"inNP.20","Point Cloates",120,"Yes",0,0,2,7,9,0.666666666666667,54,1,0.338061701891407,"BOSS","2021-05_PtCloates_BOSS",0,12,113.715576171875,1.4078179464446,283.658613856092,0.810181617736816,4.9209680557251,14.9092636108398,17.1327209472656,-130.848297119141,0.333333333333333,"20","BOSS","2021-05_PtCloates_BOSS",-22.7187,113.5265,NA,"Point Cloates","No-take",NA,120,"Yes","Yes"
"236","201","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7488,113.5378,"19/05/2022 3:50","Point Cloates","No-take",94.9,"Yes","Yes","BOSS","2022-05_PtCloates_Naked-BOSS_201",NA,NA,NA,NA,"201",-22.7488,113.5378,20220519,NA,"Point Cloates",94.9,"Yes",0,0,0,2,2,0.946666666666667,75,0.12280701754386,0.331133089266261,"BOSS","2022-05_PtCloates_Naked-BOSS",0,54,83.7412109375,0.634795413083623,276.249998951915,-0.0173158645629883,2.20146656036377,6.43756103515625,21.3867969512939,-105.128005981445,0.0533333333333333,"201","BOSS","2022-05_PtCloates_Naked-BOSS",-22.7488,113.5378,NA,"Point Cloates","No-take",NA,94.9,"Yes","Yes"
"237","202","Nemipteridae Pentapodus nagasakiensis",0,"Nemipteridae","Pentapodus","nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.6851,113.5571,"27/05/2022 1:03","Point Cloates","No-take",91.4,"Yes","Yes","BOSS","2022-05_PtCloates_Naked-BOSS_202",NA,NA,NA,NA,"202",-22.6851,113.5571,20220527,NA,"Point Cloates",91.4,"Yes",0,0,0,0,0,1,57,0,0,"BOSS","2022-05_PtCloates_Naked-BOSS",0,109,91.7629699707031,1.19171786497009,293.714827719017,-0.317771911621094,4.28439331054688,14.033561706543,-9.88903999328613,-81.8739318847656,0,"202","BOSS","2022-05_PtCloates_Naked-BOSS",-22.6851,113.5571,NA,"Point Cloates","No-take",NA,91.4,"Yes","Yes"
