"","sample","scientific","campaignid","latitude","longitude","method","unique_id","number","response","date","site","location","depth","successful.count","rock","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","broad.bryozoa","id","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts","status","successful.length"
"150","204","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.6911,113.5576,"BOSS","2022-05_PtCloates_Naked-BOSS_204",0,"Lethrinidae Lethrinus miniatus_BOSS",20220526,NA,"Point Cloates",85.8,"Yes",0,0,1,14,1,0.719298245614035,57,0.543478260869565,0.78049903520847,0,102,85.6274032592773,1.38219903555156,302.884444499093,0.00551414489746094,4.8111629486084,17.5219345092773,-5.10974168777466,-80.5176620483398,0.280701754385965,NA,NA
"151","204","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.6911,113.5576,"BOSS","2022-05_PtCloates_Naked-BOSS_204",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220526,NA,"Point Cloates",85.8,"Yes",0,0,1,14,1,0.719298245614035,57,0.543478260869565,0.78049903520847,0,102,85.6274032592773,1.38219903555156,302.884444499093,0.00551414489746094,4.8111629486084,17.5219345092773,-5.10974168777466,-80.5176620483398,0.280701754385965,NA,NA
"152","204","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.6911,113.5576,"BOSS","2022-05_PtCloates_Naked-BOSS_204",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220526,NA,"Point Cloates",85.8,"Yes",0,0,1,14,1,0.719298245614035,57,0.543478260869565,0.78049903520847,0,102,85.6274032592773,1.38219903555156,302.884444499093,0.00551414489746094,4.8111629486084,17.5219345092773,-5.10974168777466,-80.5176620483398,0.280701754385965,NA,NA
"153","205","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7321,113.5508,"BOSS","2022-05_PtCloates_Naked-BOSS_205",0,"Lethrinidae Gymnocranius sp1_BOSS",20220523,NA,"Point Cloates",80.6,"Yes",0,0,1,24,6,0.474576271186441,59,1.06382978723404,0.247092248145165,0,70,74.7797775268555,0.657833897115622,282.695965842687,-0.109480857849121,2.32662487030029,7.18604278564453,10.5150671005249,-85.2948455810547,0.525423728813559,NA,NA
"154","205","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7321,113.5508,"BOSS","2022-05_PtCloates_Naked-BOSS_205",0,"Lethrinidae Lethrinus miniatus_BOSS",20220523,NA,"Point Cloates",80.6,"Yes",0,0,1,24,6,0.474576271186441,59,1.06382978723404,0.247092248145165,0,70,74.7797775268555,0.657833897115622,282.695965842687,-0.109480857849121,2.32662487030029,7.18604278564453,10.5150671005249,-85.2948455810547,0.525423728813559,NA,NA
"155","205","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7321,113.5508,"BOSS","2022-05_PtCloates_Naked-BOSS_205",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220523,NA,"Point Cloates",80.6,"Yes",0,0,1,24,6,0.474576271186441,59,1.06382978723404,0.247092248145165,0,70,74.7797775268555,0.657833897115622,282.695965842687,-0.109480857849121,2.32662487030029,7.18604278564453,10.5150671005249,-85.2948455810547,0.525423728813559,NA,NA
"156","205","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7321,113.5508,"BOSS","2022-05_PtCloates_Naked-BOSS_205",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220523,NA,"Point Cloates",80.6,"Yes",0,0,1,24,6,0.474576271186441,59,1.06382978723404,0.247092248145165,0,70,74.7797775268555,0.657833897115622,282.695965842687,-0.109480857849121,2.32662487030029,7.18604278564453,10.5150671005249,-85.2948455810547,0.525423728813559,NA,NA
"157","206","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7019,113.5608,"BOSS","2022-05_PtCloates_Naked-BOSS_206",0,"Lethrinidae Gymnocranius sp1_BOSS",20220525,NA,"Point Cloates",76.6,"Yes",0,0,2,6,2,0.830508474576271,59,0.377777777777778,0.534657447211377,0,95,68.1582489013672,0.493847507424649,274.867983774322,0.271708488464355,1.71458148956299,4.97528076171875,1.98766362667084,-70.1459121704102,0.169491525423729,NA,NA
"158","206","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7019,113.5608,"BOSS","2022-05_PtCloates_Naked-BOSS_206",0,"Lethrinidae Lethrinus miniatus_BOSS",20220525,NA,"Point Cloates",76.6,"Yes",0,0,2,6,2,0.830508474576271,59,0.377777777777778,0.534657447211377,0,95,68.1582489013672,0.493847507424649,274.867983774322,0.271708488464355,1.71458148956299,4.97528076171875,1.98766362667084,-70.1459121704102,0.169491525423729,NA,NA
"159","206","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7019,113.5608,"BOSS","2022-05_PtCloates_Naked-BOSS_206",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220525,NA,"Point Cloates",76.6,"Yes",0,0,2,6,2,0.830508474576271,59,0.377777777777778,0.534657447211377,0,95,68.1582489013672,0.493847507424649,274.867983774322,0.271708488464355,1.71458148956299,4.97528076171875,1.98766362667084,-70.1459121704102,0.169491525423729,NA,NA
"160","206","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7019,113.5608,"BOSS","2022-05_PtCloates_Naked-BOSS_206",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220525,NA,"Point Cloates",76.6,"Yes",0,0,2,6,2,0.830508474576271,59,0.377777777777778,0.534657447211377,0,95,68.1582489013672,0.493847507424649,274.867983774322,0.271708488464355,1.71458148956299,4.97528076171875,1.98766362667084,-70.1459121704102,0.169491525423729,NA,NA
"161","207","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7523,113.5552,"BOSS","2022-05_PtCloates_Naked-BOSS_207",5,"Lethrinidae Gymnocranius sp1_BOSS",20220519,NA,"Point Cloates",71.4,"Yes",0,0,0,0,0,1,79,0.0377358490566038,0.192380247561097,0,46,66.4326019287109,0.269547284376496,290.247951487463,0.225561141967773,0.969366073608398,3.18090057373047,12.7566823959351,-79.1892852783203,0,NA,NA
"162","207","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7523,113.5552,"BOSS","2022-05_PtCloates_Naked-BOSS_207",0,"Lethrinidae Lethrinus miniatus_BOSS",20220519,NA,"Point Cloates",71.4,"Yes",0,0,0,0,0,1,79,0.0377358490566038,0.192380247561097,0,46,66.4326019287109,0.269547284376496,290.247951487463,0.225561141967773,0.969366073608398,3.18090057373047,12.7566823959351,-79.1892852783203,0,NA,NA
"163","207","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7523,113.5552,"BOSS","2022-05_PtCloates_Naked-BOSS_207",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220519,NA,"Point Cloates",71.4,"Yes",0,0,0,0,0,1,79,0.0377358490566038,0.192380247561097,0,46,66.4326019287109,0.269547284376496,290.247951487463,0.225561141967773,0.969366073608398,3.18090057373047,12.7566823959351,-79.1892852783203,0,NA,NA
"164","207","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7523,113.5552,"BOSS","2022-05_PtCloates_Naked-BOSS_207",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220519,NA,"Point Cloates",71.4,"Yes",0,0,0,0,0,1,79,0.0377358490566038,0.192380247561097,0,46,66.4326019287109,0.269547284376496,290.247951487463,0.225561141967773,0.969366073608398,3.18090057373047,12.7566823959351,-79.1892852783203,0,NA,NA
"165","208","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7252,113.5464,"BOSS","2022-05_PtCloates_Naked-BOSS_208",1,"Lethrinidae Gymnocranius sp1_BOSS",20220525,NA,"Point Cloates",89.2,"Yes",0,0,0,2,1,0.948275862068966,58,0.1,0.3038218101251,0,80,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0517241379310345,NA,NA
"166","208","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7252,113.5464,"BOSS","2022-05_PtCloates_Naked-BOSS_208",1,"Lethrinidae Lethrinus miniatus_BOSS",20220525,NA,"Point Cloates",89.2,"Yes",0,0,0,2,1,0.948275862068966,58,0.1,0.3038218101251,0,80,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0517241379310345,NA,NA
"167","208","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7252,113.5464,"BOSS","2022-05_PtCloates_Naked-BOSS_208",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220525,NA,"Point Cloates",89.2,"Yes",0,0,0,2,1,0.948275862068966,58,0.1,0.3038218101251,0,80,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0517241379310345,NA,NA
"168","208","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7252,113.5464,"BOSS","2022-05_PtCloates_Naked-BOSS_208",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220525,NA,"Point Cloates",89.2,"Yes",0,0,0,2,1,0.948275862068966,58,0.1,0.3038218101251,0,80,82.1186752319336,0.773189575866326,281.618952676236,0.122785568237305,2.73652076721191,8.30841064453125,11.3373727798462,-93.4560470581055,0.0517241379310345,NA,NA
"169","209","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7402,113.5521,"BOSS","2022-05_PtCloates_Naked-BOSS_209",0,"Lethrinidae Gymnocranius sp1_BOSS",20220521,NA,"Point Cloates",76.7,"Yes",0,0,0,0,0,1,76,0.0178571428571429,0.133630620956212,0,62,71.5688629150391,0.603800338679851,274.112892112206,0.414874076843262,2.09924983978271,6.11621856689453,14.0512084960938,-85.6200714111328,0,NA,NA
"170","209","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7402,113.5521,"BOSS","2022-05_PtCloates_Naked-BOSS_209",0,"Lethrinidae Lethrinus miniatus_BOSS",20220521,NA,"Point Cloates",76.7,"Yes",0,0,0,0,0,1,76,0.0178571428571429,0.133630620956212,0,62,71.5688629150391,0.603800338679851,274.112892112206,0.414874076843262,2.09924983978271,6.11621856689453,14.0512084960938,-85.6200714111328,0,NA,NA
"171","209","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7402,113.5521,"BOSS","2022-05_PtCloates_Naked-BOSS_209",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220521,NA,"Point Cloates",76.7,"Yes",0,0,0,0,0,1,76,0.0178571428571429,0.133630620956212,0,62,71.5688629150391,0.603800338679851,274.112892112206,0.414874076843262,2.09924983978271,6.11621856689453,14.0512084960938,-85.6200714111328,0,NA,NA
"172","209","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7402,113.5521,"BOSS","2022-05_PtCloates_Naked-BOSS_209",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220521,NA,"Point Cloates",76.7,"Yes",0,0,0,0,0,1,76,0.0178571428571429,0.133630620956212,0,62,71.5688629150391,0.603800338679851,274.112892112206,0.414874076843262,2.09924983978271,6.11621856689453,14.0512084960938,-85.6200714111328,0,NA,NA
"173","21","Lethrinidae Gymnocranius sp1","2021-05_PtCloates_BOSS",-22.6963,113.544,"BOSS","2021-05_PtCloates_BOSS_21",0,"Lethrinidae Gymnocranius sp1_BOSS",20210520,"inNP.21","Point Cloates",103,"Yes",0,0,0,7,7,0.745454545454545,55,0.782608695652174,0.629392775379955,0,13,104.231864929199,0.216438067011755,274.886291950882,-3.12189102172852,3.12189102172852,7.22618865966797,-1.80400061607361,-102.427864074707,0.254545454545455,NA,NA
"174","21","Lethrinidae Gymnocranius sp1","2021-05_PtCloates_BRUVS",-22.7563,113.5189,"BRUV","2021-05_PtCloates_BRUVS_21",2,"Lethrinidae Gymnocranius sp1_BRUV",20210518,"outNP.9","Point Cloates",112,"Yes",0,0,4,6,3,0.409090909090909,22,1.28571428571429,0.643650304346789,0,122,104.174667358398,0.669259463198617,265.703957485524,0.786273002624512,2.48856639862061,6.78323364257812,34.4366340637207,-138.611297607422,0.590909090909091,"Fished","Yes"
"175","21","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_stereo-BRUVS",-22.6893,113.5652,"BRUV","2022-05_PtCloates_stereo-BRUVS_21",2,"Lethrinidae Gymnocranius sp1_BRUV",20220522,NA,"Point Cloates",77.3,"Yes",0,1,2,15,3,0.32258064516129,31,1.375,0.646898957233327,0,192,74.3132095336914,0.799799445992033,302.323194524157,-0.336053848266602,2.7961540222168,10.1324691772461,-10.6977252960205,-63.6154861450195,0.67741935483871,NA,NA
"176","21","Lethrinidae Lethrinus miniatus","2021-05_PtCloates_BOSS",-22.6963,113.544,"BOSS","2021-05_PtCloates_BOSS_21",0,"Lethrinidae Lethrinus miniatus_BOSS",20210520,"inNP.21","Point Cloates",103,"Yes",0,0,0,7,7,0.745454545454545,55,0.782608695652174,0.629392775379955,0,13,104.231864929199,0.216438067011755,274.886291950882,-3.12189102172852,3.12189102172852,7.22618865966797,-1.80400061607361,-102.427864074707,0.254545454545455,NA,NA
"177","21","Lethrinidae Lethrinus miniatus","2021-05_PtCloates_BRUVS",-22.7563,113.5189,"BRUV","2021-05_PtCloates_BRUVS_21",7,"Lethrinidae Lethrinus miniatus_BRUV",20210518,"outNP.9","Point Cloates",112,"Yes",0,0,4,6,3,0.409090909090909,22,1.28571428571429,0.643650304346789,0,122,104.174667358398,0.669259463198617,265.703957485524,0.786273002624512,2.48856639862061,6.78323364257812,34.4366340637207,-138.611297607422,0.590909090909091,"Fished","Yes"
"178","21","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_stereo-BRUVS",-22.6893,113.5652,"BRUV","2022-05_PtCloates_stereo-BRUVS_21",4,"Lethrinidae Lethrinus miniatus_BRUV",20220522,NA,"Point Cloates",77.3,"Yes",0,1,2,15,3,0.32258064516129,31,1.375,0.646898957233327,0,192,74.3132095336914,0.799799445992033,302.323194524157,-0.336053848266602,2.7961540222168,10.1324691772461,-10.6977252960205,-63.6154861450195,0.67741935483871,NA,NA
"179","21","Nemipteridae Pentapodus nagasakiensis","2021-05_PtCloates_BOSS",-22.6963,113.544,"BOSS","2021-05_PtCloates_BOSS_21",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20210520,"inNP.21","Point Cloates",103,"Yes",0,0,0,7,7,0.745454545454545,55,0.782608695652174,0.629392775379955,0,13,104.231864929199,0.216438067011755,274.886291950882,-3.12189102172852,3.12189102172852,7.22618865966797,-1.80400061607361,-102.427864074707,0.254545454545455,NA,NA
"180","21","Nemipteridae Pentapodus nagasakiensis","2021-05_PtCloates_BRUVS",-22.7563,113.5189,"BRUV","2021-05_PtCloates_BRUVS_21",0,"Nemipteridae Pentapodus nagasakiensis_BRUV",20210518,"outNP.9","Point Cloates",112,"Yes",0,0,4,6,3,0.409090909090909,22,1.28571428571429,0.643650304346789,0,122,104.174667358398,0.669259463198617,265.703957485524,0.786273002624512,2.48856639862061,6.78323364257812,34.4366340637207,-138.611297607422,0.590909090909091,"Fished","Yes"
"181","21","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_stereo-BRUVS",-22.6893,113.5652,"BRUV","2022-05_PtCloates_stereo-BRUVS_21",8,"Nemipteridae Pentapodus nagasakiensis_BRUV",20220522,NA,"Point Cloates",77.3,"Yes",0,1,2,15,3,0.32258064516129,31,1.375,0.646898957233327,0,192,74.3132095336914,0.799799445992033,302.323194524157,-0.336053848266602,2.7961540222168,10.1324691772461,-10.6977252960205,-63.6154861450195,0.67741935483871,NA,NA
"182","21","Pinguipedidae Parapercis nebulosa","2021-05_PtCloates_BOSS",-22.6963,113.544,"BOSS","2021-05_PtCloates_BOSS_21",1,"Pinguipedidae Parapercis nebulosa_BOSS",20210520,"inNP.21","Point Cloates",103,"Yes",0,0,0,7,7,0.745454545454545,55,0.782608695652174,0.629392775379955,0,13,104.231864929199,0.216438067011755,274.886291950882,-3.12189102172852,3.12189102172852,7.22618865966797,-1.80400061607361,-102.427864074707,0.254545454545455,NA,NA
"183","21","Pinguipedidae Parapercis nebulosa","2021-05_PtCloates_BRUVS",-22.7563,113.5189,"BRUV","2021-05_PtCloates_BRUVS_21",5,"Pinguipedidae Parapercis nebulosa_BRUV",20210518,"outNP.9","Point Cloates",112,"Yes",0,0,4,6,3,0.409090909090909,22,1.28571428571429,0.643650304346789,0,122,104.174667358398,0.669259463198617,265.703957485524,0.786273002624512,2.48856639862061,6.78323364257812,34.4366340637207,-138.611297607422,0.590909090909091,"Fished","Yes"
"184","21","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_stereo-BRUVS",-22.6893,113.5652,"BRUV","2022-05_PtCloates_stereo-BRUVS_21",3,"Pinguipedidae Parapercis nebulosa_BRUV",20220522,NA,"Point Cloates",77.3,"Yes",0,1,2,15,3,0.32258064516129,31,1.375,0.646898957233327,0,192,74.3132095336914,0.799799445992033,302.323194524157,-0.336053848266602,2.7961540222168,10.1324691772461,-10.6977252960205,-63.6154861450195,0.67741935483871,NA,NA
"185","210","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.686,113.5589,"BOSS","2022-05_PtCloates_Naked-BOSS_210",0,"Lethrinidae Gymnocranius sp1_BOSS",20220527,NA,"Point Cloates",87.7,"Yes",0,0,0,0,0,1,48,0.0277777777777778,0.166666666666667,0,108,86.7697448730469,1.15408155716362,295.75094407177,-0.00438117980957031,4.09946250915527,13.9947662353516,-9.44723606109619,-77.322509765625,0,NA,NA
"186","210","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.686,113.5589,"BOSS","2022-05_PtCloates_Naked-BOSS_210",0,"Lethrinidae Lethrinus miniatus_BOSS",20220527,NA,"Point Cloates",87.7,"Yes",0,0,0,0,0,1,48,0.0277777777777778,0.166666666666667,0,108,86.7697448730469,1.15408155716362,295.75094407177,-0.00438117980957031,4.09946250915527,13.9947662353516,-9.44723606109619,-77.322509765625,0,NA,NA
"187","210","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.686,113.5589,"BOSS","2022-05_PtCloates_Naked-BOSS_210",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220527,NA,"Point Cloates",87.7,"Yes",0,0,0,0,0,1,48,0.0277777777777778,0.166666666666667,0,108,86.7697448730469,1.15408155716362,295.75094407177,-0.00438117980957031,4.09946250915527,13.9947662353516,-9.44723606109619,-77.322509765625,0,NA,NA
"188","210","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.686,113.5589,"BOSS","2022-05_PtCloates_Naked-BOSS_210",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220527,NA,"Point Cloates",87.7,"Yes",0,0,0,0,0,1,48,0.0277777777777778,0.166666666666667,0,108,86.7697448730469,1.15408155716362,295.75094407177,-0.00438117980957031,4.09946250915527,13.9947662353516,-9.44723606109619,-77.322509765625,0,NA,NA
"189","211","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.7554,113.54,"BOSS","2022-05_PtCloates_Naked-BOSS_211",0,"Lethrinidae Gymnocranius sp1_BOSS",20220519,NA,"Point Cloates",87.2,"Yes",0,0,2,2,2,0.924050632911392,79,0.125,0.333711906235957,0,43,82.6473541259766,0.641762047293637,288.034942389517,-0.578011512756348,2.27915668487549,7.39639282226562,22.3203239440918,-104.967681884766,0.0759493670886076,NA,NA
"190","211","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.7554,113.54,"BOSS","2022-05_PtCloates_Naked-BOSS_211",0,"Lethrinidae Lethrinus miniatus_BOSS",20220519,NA,"Point Cloates",87.2,"Yes",0,0,2,2,2,0.924050632911392,79,0.125,0.333711906235957,0,43,82.6473541259766,0.641762047293637,288.034942389517,-0.578011512756348,2.27915668487549,7.39639282226562,22.3203239440918,-104.967681884766,0.0759493670886076,NA,NA
"191","211","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.7554,113.54,"BOSS","2022-05_PtCloates_Naked-BOSS_211",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220519,NA,"Point Cloates",87.2,"Yes",0,0,2,2,2,0.924050632911392,79,0.125,0.333711906235957,0,43,82.6473541259766,0.641762047293637,288.034942389517,-0.578011512756348,2.27915668487549,7.39639282226562,22.3203239440918,-104.967681884766,0.0759493670886076,NA,NA
"192","211","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.7554,113.54,"BOSS","2022-05_PtCloates_Naked-BOSS_211",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220519,NA,"Point Cloates",87.2,"Yes",0,0,2,2,2,0.924050632911392,79,0.125,0.333711906235957,0,43,82.6473541259766,0.641762047293637,288.034942389517,-0.578011512756348,2.27915668487549,7.39639282226562,22.3203239440918,-104.967681884766,0.0759493670886076,NA,NA
"193","212","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.728,113.556,"BOSS","2022-05_PtCloates_Naked-BOSS_212",0,"Lethrinidae Gymnocranius sp1_BOSS",20220523,NA,"Point Cloates",75,"Yes",0,0,0,0,1,0.986111111111111,72,0.0196078431372549,0.140028008402801,0,75,70.2076568603516,0.463248136838691,282.724869194213,0.1085205078125,1.66205406188965,5.00916290283203,7.28359174728394,-77.4912490844727,0.0138888888888889,NA,NA
"194","212","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.728,113.556,"BOSS","2022-05_PtCloates_Naked-BOSS_212",0,"Lethrinidae Lethrinus miniatus_BOSS",20220523,NA,"Point Cloates",75,"Yes",0,0,0,0,1,0.986111111111111,72,0.0196078431372549,0.140028008402801,0,75,70.2076568603516,0.463248136838691,282.724869194213,0.1085205078125,1.66205406188965,5.00916290283203,7.28359174728394,-77.4912490844727,0.0138888888888889,NA,NA
"195","212","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.728,113.556,"BOSS","2022-05_PtCloates_Naked-BOSS_212",1,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220523,NA,"Point Cloates",75,"Yes",0,0,0,0,1,0.986111111111111,72,0.0196078431372549,0.140028008402801,0,75,70.2076568603516,0.463248136838691,282.724869194213,0.1085205078125,1.66205406188965,5.00916290283203,7.28359174728394,-77.4912490844727,0.0138888888888889,NA,NA
"196","212","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.728,113.556,"BOSS","2022-05_PtCloates_Naked-BOSS_212",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220523,NA,"Point Cloates",75,"Yes",0,0,0,0,1,0.986111111111111,72,0.0196078431372549,0.140028008402801,0,75,70.2076568603516,0.463248136838691,282.724869194213,0.1085205078125,1.66205406188965,5.00916290283203,7.28359174728394,-77.4912490844727,0.0138888888888889,NA,NA
"197","213","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.6919,113.5534,"BOSS","2022-05_PtCloates_Naked-BOSS_213",0,"Lethrinidae Gymnocranius sp1_BOSS",20220526,NA,"Point Cloates",93.5,"Yes",0,1,0,0,0,0.981481481481482,54,0,0,0,101,91.2669372558594,1.43981877302658,300.365250660751,-0.34378719329834,5.09496212005615,18.1513977050781,-6.21392202377319,-85.0530166625977,0.0185185185185185,NA,NA
"198","213","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.6919,113.5534,"BOSS","2022-05_PtCloates_Naked-BOSS_213",0,"Lethrinidae Lethrinus miniatus_BOSS",20220526,NA,"Point Cloates",93.5,"Yes",0,1,0,0,0,0.981481481481482,54,0,0,0,101,91.2669372558594,1.43981877302658,300.365250660751,-0.34378719329834,5.09496212005615,18.1513977050781,-6.21392202377319,-85.0530166625977,0.0185185185185185,NA,NA
"199","213","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.6919,113.5534,"BOSS","2022-05_PtCloates_Naked-BOSS_213",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220526,NA,"Point Cloates",93.5,"Yes",0,1,0,0,0,0.981481481481482,54,0,0,0,101,91.2669372558594,1.43981877302658,300.365250660751,-0.34378719329834,5.09496212005615,18.1513977050781,-6.21392202377319,-85.0530166625977,0.0185185185185185,NA,NA
"200","213","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.6919,113.5534,"BOSS","2022-05_PtCloates_Naked-BOSS_213",0,"Pinguipedidae Parapercis nebulosa_BOSS",20220526,NA,"Point Cloates",93.5,"Yes",0,1,0,0,0,0.981481481481482,54,0,0,0,101,91.2669372558594,1.43981877302658,300.365250660751,-0.34378719329834,5.09496212005615,18.1513977050781,-6.21392202377319,-85.0530166625977,0.0185185185185185,NA,NA
"201","214","Lethrinidae Gymnocranius sp1","2022-05_PtCloates_Naked-BOSS",-22.733,113.5497,"BOSS","2022-05_PtCloates_Naked-BOSS_214",0,"Lethrinidae Gymnocranius sp1_BOSS",20220523,NA,"Point Cloates",81.5,"Yes",0,0,2,0,0,0.973684210526316,76,0.0576923076923077,0.235435477898709,0,71,76.8291091918945,0.691180951815296,284.35580777734,0.0648031234741211,2.46653270721436,7.81620025634766,12.4353265762329,-89.2644348144531,0.0263157894736842,NA,NA
"202","214","Lethrinidae Lethrinus miniatus","2022-05_PtCloates_Naked-BOSS",-22.733,113.5497,"BOSS","2022-05_PtCloates_Naked-BOSS_214",0,"Lethrinidae Lethrinus miniatus_BOSS",20220523,NA,"Point Cloates",81.5,"Yes",0,0,2,0,0,0.973684210526316,76,0.0576923076923077,0.235435477898709,0,71,76.8291091918945,0.691180951815296,284.35580777734,0.0648031234741211,2.46653270721436,7.81620025634766,12.4353265762329,-89.2644348144531,0.0263157894736842,NA,NA
"203","214","Nemipteridae Pentapodus nagasakiensis","2022-05_PtCloates_Naked-BOSS",-22.733,113.5497,"BOSS","2022-05_PtCloates_Naked-BOSS_214",0,"Nemipteridae Pentapodus nagasakiensis_BOSS",20220523,NA,"Point Cloates",81.5,"Yes",0,0,2,0,0,0.973684210526316,76,0.0576923076923077,0.235435477898709,0,71,76.8291091918945,0.691180951815296,284.35580777734,0.0648031234741211,2.46653270721436,7.81620025634766,12.4353265762329,-89.2644348144531,0.0263157894736842,NA,NA
"204","214","Pinguipedidae Parapercis nebulosa","2022-05_PtCloates_Naked-BOSS",-22.733,113.5497,"BOSS","2022-05_PtCloates_Naked-BOSS_214",1,"Pinguipedidae Parapercis nebulosa_BOSS",20220523,NA,"Point Cloates",81.5,"Yes",0,0,2,0,0,0.973684210526316,76,0.0576923076923077,0.235435477898709,0,71,76.8291091918945,0.691180951815296,284.35580777734,0.0648031234741211,2.46653270721436,7.81620025634766,12.4353265762329,-89.2644348144531,0.0263157894736842,NA,NA
