"","unique_id","sample","method","response","number","latitude","longitude","date","site","location","depth","successful.count","rock","broad.hydroids","broad.invertebrate.complex","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","campaignid","broad.bryozoa","id","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts","status"
"70","2021-05_PtCloates_BOSS_49","49","BOSS","species.richness",1,-22.7986,113.4864,20210519,"outNP.25","Point Cloates",148,"Yes",0,0,2,1,2,0.868421052631579,38,0.314285714285714,0.471008215953606,"2021-05_PtCloates_BOSS",0,37,122.053665161133,1.54946054275885,298.484009235743,1.32264614105225,5.39433002471924,18.6223983764648,64.5897750854492,-186.643432617188,0.131578947368421,"Fished"
"71","2021-05_PtCloates_BOSS_50","50","BOSS","total.abundance",3,-22.7026,113.556,20210520,NA,"Point Cloates",77.6,"Yes",0,0,6,11,20,0.288461538461538,52,1.88372093023256,0.956414492869353,"2021-05_PtCloates_BOSS",0,38,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.711538461538462,"No-take"
"72","2021-05_PtCloates_BOSS_50","50","BOSS","species.richness",3,-22.7026,113.556,20210520,NA,"Point Cloates",77.6,"Yes",0,0,6,11,20,0.288461538461538,52,1.88372093023256,0.956414492869353,"2021-05_PtCloates_BOSS",0,38,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.711538461538462,"No-take"
"73","2021-05_PtCloates_BOSS_7","7","BOSS","total.abundance",0,-22.7462,113.5314,20210520,"inNP.7","Point Cloates",99.6,"Yes",0,0,5,0,0,0.895833333333333,48,0.0512820512820513,0.223455865030959,"2021-05_PtCloates_BOSS",0,4,92.3609237670898,0.708442396870028,279.912550903321,0.102400779724121,2.50565242767334,7.36480712890625,25.3712692260742,-117.732192993164,0.104166666666667,"No-take"
"74","2021-05_PtCloates_BOSS_7","7","BOSS","species.richness",0,-22.7462,113.5314,20210520,"inNP.7","Point Cloates",99.6,"Yes",0,0,5,0,0,0.895833333333333,48,0.0512820512820513,0.223455865030959,"2021-05_PtCloates_BOSS",0,4,92.3609237670898,0.708442396870028,279.912550903321,0.102400779724121,2.50565242767334,7.36480712890625,25.3712692260742,-117.732192993164,0.104166666666667,"No-take"
"75","2021-05_PtCloates_BOSS_9","9","BOSS","total.abundance",1,-22.6937,113.5389,20210520,"inNP.9","Point Cloates",114,"Yes",0,1,10,6,22,0.25,52,1.55,0.638507875982989,"2021-05_PtCloates_BOSS",0,5,106.121238708496,1.17890821930183,293.59060566497,1.55457782745361,4.22517681121826,14.0393981933594,6.87592267990112,-112.997161865234,0.75,"No-take"
"76","2021-05_PtCloates_BOSS_9","9","BOSS","species.richness",1,-22.6937,113.5389,20210520,"inNP.9","Point Cloates",114,"Yes",0,1,10,6,22,0.25,52,1.55,0.638507875982989,"2021-05_PtCloates_BOSS",0,5,106.121238708496,1.17890821930183,293.59060566497,1.55457782745361,4.22517681121826,14.0393981933594,6.87592267990112,-112.997161865234,0.75,"No-take"
"77","2021-05_PtCloates_BOSS_M1","M1","BOSS","total.abundance",0,-22.7228,113.4986,20210520,NA,"Point Cloates",197,"Yes",0,0,0,2,0,0.964285714285714,56,0.0666666666666667,0.253708131702462,"2021-05_PtCloates_BOSS",0,39,205.312377929688,1.69670164812616,292.88448460856,-0.653583526611328,6.08745956420898,19.9461822509766,-17.9384689331055,-187.373901367188,0.0357142857142857,"Fished"
"78","2021-05_PtCloates_BOSS_M1","M1","BOSS","species.richness",0,-22.7228,113.4986,20210520,NA,"Point Cloates",197,"Yes",0,0,0,2,0,0.964285714285714,56,0.0666666666666667,0.253708131702462,"2021-05_PtCloates_BOSS",0,39,205.312377929688,1.69670164812616,292.88448460856,-0.653583526611328,6.08745956420898,19.9461822509766,-17.9384689331055,-187.373901367188,0.0357142857142857,"Fished"
"79","2021-05_PtCloates_BRUVS_1","1","BRUV","total.abundance",33,-22.696,113.5315,20210518,"inNP.1","Point Cloates",129,NA,0,0,5,1,11,0.433333333333333,30,2,0.794719414239026,"2021-05_PtCloates_BRUVS",0,126,124.10523223877,2.23228791748589,295.306561180768,0.934113502502441,7.98588466644287,27.0492706298828,3.23041462898254,-127.335647583008,0.566666666666667,"No-take"
"80","2021-05_PtCloates_BRUVS_1","1","BRUV","species.richness",14,-22.696,113.5315,20210518,"inNP.1","Point Cloates",129,NA,0,0,5,1,11,0.433333333333333,30,2,0.794719414239026,"2021-05_PtCloates_BRUVS",0,126,124.10523223877,2.23228791748589,295.306561180768,0.934113502502441,7.98588466644287,27.0492706298828,3.23041462898254,-127.335647583008,0.566666666666667,"No-take"
"81","2021-05_PtCloates_BRUVS_10","10","BRUV","total.abundance",69,-22.6734,113.524,20210518,"inNP.10","Point Cloates",197,"Yes",0,0,0,0,0,1,34,0,0,"2021-05_PtCloates_BRUVS",0,131,198.656372070312,1.49457756882804,290.051184703001,-1.02558135986328,5.32248687744141,18.0806732177734,-42.9300994873047,-155.726272583008,0,"No-take"
"82","2021-05_PtCloates_BRUVS_10","10","BRUV","species.richness",4,-22.6734,113.524,20210518,"inNP.10","Point Cloates",197,"Yes",0,0,0,0,0,1,34,0,0,"2021-05_PtCloates_BRUVS",0,131,198.656372070312,1.49457756882804,290.051184703001,-1.02558135986328,5.32248687744141,18.0806732177734,-42.9300994873047,-155.726272583008,0,"No-take"
"83","2021-05_PtCloates_BRUVS_11","11","BRUV","total.abundance",32,-22.6761,113.5387,20210518,"inNP.11","Point Cloates",139,"Yes",0,1,8,2,3,0.423076923076923,26,1.63157894736842,0.597264720370147,"2021-05_PtCloates_BRUVS",1,130,133.520614624023,2.50618992035892,289.365786435476,0.296189308166504,8.95210552215576,28.9575500488281,-12.6342725753784,-120.886344909668,0.576923076923077,"No-take"
"84","2021-05_PtCloates_BRUVS_11","11","BRUV","species.richness",11,-22.6761,113.5387,20210518,"inNP.11","Point Cloates",139,"Yes",0,1,8,2,3,0.423076923076923,26,1.63157894736842,0.597264720370147,"2021-05_PtCloates_BRUVS",1,130,133.520614624023,2.50618992035892,289.365786435476,0.296189308166504,8.95210552215576,28.9575500488281,-12.6342725753784,-120.886344909668,0.576923076923077,"No-take"
"85","2021-05_PtCloates_BRUVS_12","12","BRUV","total.abundance",28,-22.7262,113.5214,20210518,"inNP.12","Point Cloates",126,"Yes",0,3,3,1,4,0.607142857142857,28,0.944444444444444,0.53930480546961,"2021-05_PtCloates_BRUVS",0,120,116.889801025391,1.58768763679858,296.55019167471,1.19442558288574,5.67023658752441,19.4762268066406,22.1737327575684,-139.063537597656,0.392857142857143,"No-take"
"86","2021-05_PtCloates_BRUVS_12","12","BRUV","species.richness",12,-22.7262,113.5214,20210518,"inNP.12","Point Cloates",126,"Yes",0,3,3,1,4,0.607142857142857,28,0.944444444444444,0.53930480546961,"2021-05_PtCloates_BRUVS",0,120,116.889801025391,1.58768763679858,296.55019167471,1.19442558288574,5.67023658752441,19.4762268066406,22.1737327575684,-139.063537597656,0.392857142857143,"No-take"
"87","2021-05_PtCloates_BRUVS_13","13","BRUV","total.abundance",25,-22.7963,113.5041,20210518,"outNP.1","Point Cloates",116,"Yes",0,1,6,6,4,0.375,32,1.45,0.825577947481897,"2021-05_PtCloates_BRUVS",3,119,100.592895507812,0.675892911401734,302.673128180718,-0.206822395324707,2.35827922821045,8.79016876220703,55.18017578125,-155.773071289062,0.625,"Fished"
"88","2021-05_PtCloates_BRUVS_13","13","BRUV","species.richness",11,-22.7963,113.5041,20210518,"outNP.1","Point Cloates",116,"Yes",0,1,6,6,4,0.375,32,1.45,0.825577947481897,"2021-05_PtCloates_BRUVS",3,119,100.592895507812,0.675892911401734,302.673128180718,-0.206822395324707,2.35827922821045,8.79016876220703,55.18017578125,-155.773071289062,0.625,"Fished"
"89","2021-05_PtCloates_BRUVS_14","14","BRUV","total.abundance",13,-22.7413,113.4991,20210519,"outNP.2","Point Cloates",179,"Yes",0,0,0,1,0,0.966666666666667,30,0.105263157894737,0.315301767642306,"2021-05_PtCloates_BRUVS",0,136,176.096603393555,2.15344041097148,302.7376150445,-0.0988445281982422,7.48701667785645,27.4654083251953,5.40396881103516,-181.500579833984,0.0333333333333333,"Fished"
"90","2021-05_PtCloates_BRUVS_14","14","BRUV","species.richness",8,-22.7413,113.4991,20210519,"outNP.2","Point Cloates",179,"Yes",0,0,0,1,0,0.966666666666667,30,0.105263157894737,0.315301767642306,"2021-05_PtCloates_BRUVS",0,136,176.096603393555,2.15344041097148,302.7376150445,-0.0988445281982422,7.48701667785645,27.4654083251953,5.40396881103516,-181.500579833984,0.0333333333333333,"Fished"
"91","2021-05_PtCloates_BRUVS_15","15","BRUV","total.abundance",41,-22.7461,113.5138,20210518,"outNP.3","Point Cloates",130,"Yes",0,0,3,2,6,0.607142857142857,28,0.85,0.670820393249937,"2021-05_PtCloates_BRUVS",0,117,121.09782409668,1.34919118400642,305.966922748909,1.16590690612793,4.86356925964355,17.9790573120117,28.6087741851807,-149.706604003906,0.392857142857143,"Fished"
"92","2021-05_PtCloates_BRUVS_15","15","BRUV","species.richness",10,-22.7461,113.5138,20210518,"outNP.3","Point Cloates",130,"Yes",0,0,3,2,6,0.607142857142857,28,0.85,0.670820393249937,"2021-05_PtCloates_BRUVS",0,117,121.09782409668,1.34919118400642,305.966922748909,1.16590690612793,4.86356925964355,17.9790573120117,28.6087741851807,-149.706604003906,0.392857142857143,"Fished"
"93","2021-05_PtCloates_BRUVS_16","16","BRUV","total.abundance",19,-22.7812,113.5115,20210518,"outNP.4","Point Cloates",111,"Yes",0,2,4,2,3,0.685714285714286,35,1.0952380952381,0.943650459903555,"2021-05_PtCloates_BRUVS",0,121,98.0573577880859,0.500087750098449,297.046103725363,0.613524436950684,1.79579639434814,5.99362182617188,49.064022064209,-147.121383666992,0.314285714285714,"Fished"
"94","2021-05_PtCloates_BRUVS_16","16","BRUV","species.richness",11,-22.7812,113.5115,20210518,"outNP.4","Point Cloates",111,"Yes",0,2,4,2,3,0.685714285714286,35,1.0952380952381,0.943650459903555,"2021-05_PtCloates_BRUVS",0,121,98.0573577880859,0.500087750098449,297.046103725363,0.613524436950684,1.79579639434814,5.99362182617188,49.064022064209,-147.121383666992,0.314285714285714,"Fished"
"95","2021-05_PtCloates_BRUVS_17","17","BRUV","total.abundance",35,-22.7757,113.5195,20210518,"outNP.5","Point Cloates",104,"Yes",0,1,5,2,5,0.380952380952381,21,1.26315789473684,0.805681579172283,"2021-05_PtCloates_BRUVS",0,114,94.7151336669922,0.525495818098834,298.054795052931,0.124072074890137,1.84640598297119,6.61891174316406,40.6687889099121,-135.383926391602,0.619047619047619,"Fished"
"96","2021-05_PtCloates_BRUVS_17","17","BRUV","species.richness",13,-22.7757,113.5195,20210518,"outNP.5","Point Cloates",104,"Yes",0,1,5,2,5,0.380952380952381,21,1.26315789473684,0.805681579172283,"2021-05_PtCloates_BRUVS",0,114,94.7151336669922,0.525495818098834,298.054795052931,0.124072074890137,1.84640598297119,6.61891174316406,40.6687889099121,-135.383926391602,0.619047619047619,"Fished"
"97","2021-05_PtCloates_BRUVS_18","18","BRUV","total.abundance",32,-22.7311,113.4913,20210519,"outNP.6","Point Cloates",204,"Yes",0,0,0,0,0,1,31,0,0,"2021-05_PtCloates_BRUVS",0,134,215.127563476562,1.32778377038827,293.492993940961,-0.707050323486328,4.77066040039062,16.0518341064453,-13.646390914917,-201.481170654297,0,"Fished"
"98","2021-05_PtCloates_BRUVS_18","18","BRUV","species.richness",3,-22.7311,113.4913,20210519,"outNP.6","Point Cloates",204,"Yes",0,0,0,0,0,1,31,0,0,"2021-05_PtCloates_BRUVS",0,134,215.127563476562,1.32778377038827,293.492993940961,-0.707050323486328,4.77066040039062,16.0518341064453,-13.646390914917,-201.481170654297,0,"Fished"
"99","2021-05_PtCloates_BRUVS_19","19","BRUV","total.abundance",59,-22.7437,113.484,20210519,"outNP.7","Point Cloates",206,"Yes",0,0,0,0,0,1,29,0,0,"2021-05_PtCloates_BRUVS",0,137,218.678771972656,1.43331296213797,292.820467544156,-0.856243133544922,5.10337066650391,17.0652008056641,-4.9619607925415,-213.716812133789,0,"Fished"
"100","2021-05_PtCloates_BRUVS_19","19","BRUV","species.richness",3,-22.7437,113.484,20210519,"outNP.7","Point Cloates",206,"Yes",0,0,0,0,0,1,29,0,0,"2021-05_PtCloates_BRUVS",0,137,218.678771972656,1.43331296213797,292.820467544156,-0.856243133544922,5.10337066650391,17.0652008056641,-4.9619607925415,-213.716812133789,0,"Fished"
"101","2021-05_PtCloates_BRUVS_2","2","BRUV","total.abundance",38,-22.7108,113.5386,20210518,"inNP.2","Point Cloates",104,"Yes",0,3,1,6,0,0.6,25,0.842105263157895,0.688247201611685,"2021-05_PtCloates_BRUVS",0,124,101.881301879883,0.653816850949521,285.148051666545,-1.136887550354,2.39783382415771,8.44195556640625,6.52523565292358,-108.406539916992,0.4,"No-take"
"102","2021-05_PtCloates_BRUVS_2","2","BRUV","species.richness",12,-22.7108,113.5386,20210518,"inNP.2","Point Cloates",104,"Yes",0,3,1,6,0,0.6,25,0.842105263157895,0.688247201611685,"2021-05_PtCloates_BRUVS",0,124,101.881301879883,0.653816850949521,285.148051666545,-1.136887550354,2.39783382415771,8.44195556640625,6.52523565292358,-108.406539916992,0.4,"No-take"
"103","2021-05_PtCloates_BRUVS_21","21","BRUV","total.abundance",19,-22.7563,113.5189,20210518,"outNP.9","Point Cloates",112,"Yes",0,0,4,6,3,0.409090909090909,22,1.28571428571429,0.643650304346789,"2021-05_PtCloates_BRUVS",0,122,104.174667358398,0.669259463198617,265.703957485524,0.786273002624512,2.48856639862061,6.78323364257812,34.4366340637207,-138.611297607422,0.590909090909091,"Fished"
"104","2021-05_PtCloates_BRUVS_21","21","BRUV","species.richness",8,-22.7563,113.5189,20210518,"outNP.9","Point Cloates",112,"Yes",0,0,4,6,3,0.409090909090909,22,1.28571428571429,0.643650304346789,"2021-05_PtCloates_BRUVS",0,122,104.174667358398,0.669259463198617,265.703957485524,0.786273002624512,2.48856639862061,6.78323364257812,34.4366340637207,-138.611297607422,0.590909090909091,"Fished"
"105","2021-05_PtCloates_BRUVS_22","22","BRUV","total.abundance",30,-22.7812,113.4964,20210518,"outNP.10","Point Cloates",138,"Yes",0,0,6,1,4,0.607142857142857,28,1.05263157894737,0.779863535820802,"2021-05_PtCloates_BRUVS",0,115,121.165657043457,1.5454383878752,292.509747952586,2.28282928466797,5.74299430847168,16.7619247436523,53.297794342041,-174.463455200195,0.392857142857143,"Fished"
"106","2021-05_PtCloates_BRUVS_22","22","BRUV","species.richness",11,-22.7812,113.4964,20210518,"outNP.10","Point Cloates",138,"Yes",0,0,6,1,4,0.607142857142857,28,1.05263157894737,0.779863535820802,"2021-05_PtCloates_BRUVS",0,115,121.165657043457,1.5454383878752,292.509747952586,2.28282928466797,5.74299430847168,16.7619247436523,53.297794342041,-174.463455200195,0.392857142857143,"Fished"
"107","2021-05_PtCloates_BRUVS_23","23","BRUV","total.abundance",73,-22.7362,113.4887,20210519,"outNP.11","Point Cloates",204,"Yes",0,0,0,0,0,1,27,0,0,"2021-05_PtCloates_BRUVS",0,135,215.400665283203,1.39569716220322,295.045920823451,-0.722082138061523,5.01302909851074,17.0318298339844,-10.1513376235962,-205.249328613281,0,"Fished"
"108","2021-05_PtCloates_BRUVS_23","23","BRUV","species.richness",5,-22.7362,113.4887,20210519,"outNP.11","Point Cloates",204,"Yes",0,0,0,0,0,1,27,0,0,"2021-05_PtCloates_BRUVS",0,135,215.400665283203,1.39569716220322,295.045920823451,-0.722082138061523,5.01302909851074,17.0318298339844,-10.1513376235962,-205.249328613281,0,"Fished"
"109","2021-05_PtCloates_BRUVS_25","25","BRUV","total.abundance",16,-22.7937,113.4939,20210518,"outNP.13","Point Cloates",135,"Yes",0,2,1,1,2,0.8,30,0.684210526315789,0.582392725357819,"2021-05_PtCloates_BRUVS",0,116,117.209838867188,2.06941929815224,308.269655442042,1.12930774688721,6.9832067489624,26.7004852294922,57.4214019775391,-174.631240844727,0.2,"Fished"
"110","2021-05_PtCloates_BRUVS_25","25","BRUV","species.richness",7,-22.7937,113.4939,20210518,"outNP.13","Point Cloates",135,"Yes",0,2,1,1,2,0.8,30,0.684210526315789,0.582392725357819,"2021-05_PtCloates_BRUVS",0,116,117.209838867188,2.06941929815224,308.269655442042,1.12930774688721,6.9832067489624,26.7004852294922,57.4214019775391,-174.631240844727,0.2,"Fished"
"111","2021-05_PtCloates_BRUVS_26","26","BRUV","total.abundance",51,-22.7537,113.4763,20210519,"outNP.14","Point Cloates",209,"Yes",0,0,0,0,0,1,10,0,0,"2021-05_PtCloates_BRUVS",0,138,225.371047973633,1.29915147265402,290.276132043281,-0.999485015869141,4.62484741210938,15.5023040771484,1.38904750347137,-226.760101318359,0,"Fished"
"112","2021-05_PtCloates_BRUVS_26","26","BRUV","species.richness",3,-22.7537,113.4763,20210519,"outNP.14","Point Cloates",209,"Yes",0,0,0,0,0,1,10,0,0,"2021-05_PtCloates_BRUVS",0,138,225.371047973633,1.29915147265402,290.276132043281,-0.999485015869141,4.62484741210938,15.5023040771484,1.38904750347137,-226.760101318359,0,"Fished"
"113","2021-05_PtCloates_BRUVS_27","27","BRUV","total.abundance",11,-22.7027,113.556,20210518,NA,"Point Cloates",77.8,"Yes",0,1,4,12,2,0.321428571428571,28,1.33333333333333,0.795822425754221,"2021-05_PtCloates_BRUVS",0,128,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.678571428571429,"No-take"
"114","2021-05_PtCloates_BRUVS_27","27","BRUV","species.richness",8,-22.7027,113.556,20210518,NA,"Point Cloates",77.8,"Yes",0,1,4,12,2,0.321428571428571,28,1.33333333333333,0.795822425754221,"2021-05_PtCloates_BRUVS",0,128,72.7689208984375,0.646030277655552,275.140179084971,0.446352005004883,2.26729393005371,6.61912536621094,5.50949001312256,-78.2784118652344,0.678571428571429,"No-take"
"115","2021-05_PtCloates_BRUVS_3","3","BRUV","total.abundance",240,-22.7087,113.5263,20210518,"inNP.3","Point Cloates",129,"Yes",0,0,6,5,6,0.260869565217391,23,1.4375,0.51234753829798,"2021-05_PtCloates_BRUVS",0,125,122.73503112793,2.02439225637389,287.694847289184,0.593099594116211,7.24416160583496,23.3813705444336,10.7041797637939,-133.439208984375,0.739130434782609,"No-take"
"116","2021-05_PtCloates_BRUVS_3","3","BRUV","species.richness",11,-22.7087,113.5263,20210518,"inNP.3","Point Cloates",129,"Yes",0,0,6,5,6,0.260869565217391,23,1.4375,0.51234753829798,"2021-05_PtCloates_BRUVS",0,125,122.73503112793,2.02439225637389,287.694847289184,0.593099594116211,7.24416160583496,23.3813705444336,10.7041797637939,-133.439208984375,0.739130434782609,"No-take"
"117","2021-05_PtCloates_BRUVS_4","4","BRUV","total.abundance",27,-22.6937,113.5413,20210518,"inNP.4","Point Cloates",110,"Yes",0,1,3,10,3,0.32,25,1.11111111111111,0.676399541594523,"2021-05_PtCloates_BRUVS",0,127,102.523025512695,0.612119031765092,279.291264197508,1.39039516448975,2.60171031951904,9.39992523193359,5.52173852920532,-108.044761657715,0.68,"No-take"
"118","2021-05_PtCloates_BRUVS_4","4","BRUV","species.richness",11,-22.6937,113.5413,20210518,"inNP.4","Point Cloates",110,"Yes",0,1,3,10,3,0.32,25,1.11111111111111,0.676399541594523,"2021-05_PtCloates_BRUVS",0,127,102.523025512695,0.612119031765092,279.291264197508,1.39039516448975,2.60171031951904,9.39992523193359,5.52173852920532,-108.044761657715,0.68,"No-take"
"119","2021-05_PtCloates_BRUVS_5","5","BRUV","total.abundance",110,-22.6837,113.5139,20210519,"inNP.5","Point Cloates",206,"Yes",0,0,0,0,0,1,29,0,0,"2021-05_PtCloates_BRUVS",0,132,211.307037353516,1.13125556796184,292.191096289216,-0.229791641235352,4.02062797546387,13.6623687744141,-39.0077896118164,-172.299255371094,0,"No-take"
"120","2021-05_PtCloates_BRUVS_5","5","BRUV","species.richness",5,-22.6837,113.5139,20210519,"inNP.5","Point Cloates",206,"Yes",0,0,0,0,0,1,29,0,0,"2021-05_PtCloates_BRUVS",0,132,211.307037353516,1.13125556796184,292.191096289216,-0.229791641235352,4.02062797546387,13.6623687744141,-39.0077896118164,-172.299255371094,0,"No-take"
"121","2021-05_PtCloates_BRUVS_6","6","BRUV","total.abundance",26,-22.721,113.5465,20210518,"inNP.6","Point Cloates",88.5,"Yes",0,0,0,2,0,0.931034482758621,29,0.125,0.337831962346088,"2021-05_PtCloates_BRUVS",0,123,83.6816864013672,0.846762057257621,280.184942397218,0.118599891662598,2.94742107391357,8.92683410644531,10.0521030426025,-93.7337875366211,0.0689655172413793,"No-take"
"122","2021-05_PtCloates_BRUVS_6","6","BRUV","species.richness",14,-22.721,113.5465,20210518,"inNP.6","Point Cloates",88.5,"Yes",0,0,0,2,0,0.931034482758621,29,0.125,0.337831962346088,"2021-05_PtCloates_BRUVS",0,123,83.6816864013672,0.846762057257621,280.184942397218,0.118599891662598,2.94742107391357,8.92683410644531,10.0521030426025,-93.7337875366211,0.0689655172413793,"No-take"
"123","2021-05_PtCloates_BRUVS_7","7","BRUV","total.abundance",24,-22.7287,113.5365,20210518,"inNP.7","Point Cloates",100,"Yes",0,0,3,0,0,0.914285714285714,35,0.15,0.366347548532523,"2021-05_PtCloates_BRUVS",0,118,98.3138732910156,1.17539514260769,282.524576671818,-0.208885192871094,4.19280052185059,12.9866485595703,12.1841287612915,-110.498001098633,0.0857142857142857,"No-take"
"124","2021-05_PtCloates_BRUVS_7","7","BRUV","species.richness",11,-22.7287,113.5365,20210518,"inNP.7","Point Cloates",100,"Yes",0,0,3,0,0,0.914285714285714,35,0.15,0.366347548532523,"2021-05_PtCloates_BRUVS",0,118,98.3138732910156,1.17539514260769,282.524576671818,-0.208885192871094,4.19280052185059,12.9866485595703,12.1841287612915,-110.498001098633,0.0857142857142857,"No-take"
"125","2021-05_PtCloates_BRUVS_8","8","BRUV","total.abundance",30,-22.6884,113.5563,20210518,"inNP.8","Point Cloates",89.3,"Yes",0,2,0,0,0,0.935483870967742,31,0,0,"2021-05_PtCloates_BRUVS",0,129,88.8936004638672,1.29663273019929,298.094659417354,0.0134439468383789,4.6001558303833,15.7987213134766,-7.73395586013794,-81.1596450805664,0.0645161290322581,"No-take"
"126","2021-05_PtCloates_BRUVS_8","8","BRUV","species.richness",17,-22.6884,113.5563,20210518,"inNP.8","Point Cloates",89.3,"Yes",0,2,0,0,0,0.935483870967742,31,0,0,"2021-05_PtCloates_BRUVS",0,129,88.8936004638672,1.29663273019929,298.094659417354,0.0134439468383789,4.6001558303833,15.7987213134766,-7.73395586013794,-81.1596450805664,0.0645161290322581,"No-take"
"127","2021-05_PtCloates_BRUVS_9","9","BRUV","total.abundance",16,-22.6962,113.5064,20210519,"inNP.9","Point Cloates",207,"Yes",0,0,0,0,0,1,27,0,0,"2021-05_PtCloates_BRUVS",0,133,214.217681884766,1.06235480886115,292.103789442506,0.16740608215332,3.7837963104248,12.9250183105469,-31.7042579650879,-182.513427734375,0,"No-take"
"128","2021-05_PtCloates_BRUVS_9","9","BRUV","species.richness",4,-22.6962,113.5064,20210519,"inNP.9","Point Cloates",207,"Yes",0,0,0,0,0,1,27,0,0,"2021-05_PtCloates_BRUVS",0,133,214.217681884766,1.06235480886115,292.103789442506,0.16740608215332,3.7837963104248,12.9250183105469,-31.7042579650879,-182.513427734375,0,"No-take"
"129","2022-05_PtCloates_Naked-BOSS_201","201","BOSS","total.abundance",15,-22.7488,113.5378,20220519,NA,"Point Cloates",94.9,"Yes",0,0,0,2,2,0.946666666666667,75,0.12280701754386,0.331133089266261,"2022-05_PtCloates_Naked-BOSS",0,54,83.7412109375,0.634795413083623,276.249998951915,-0.0173158645629883,2.20146656036377,6.43756103515625,21.3867969512939,-105.128005981445,0.0533333333333333,"No-take"
"130","2022-05_PtCloates_Naked-BOSS_201","201","BOSS","species.richness",8,-22.7488,113.5378,20220519,NA,"Point Cloates",94.9,"Yes",0,0,0,2,2,0.946666666666667,75,0.12280701754386,0.331133089266261,"2022-05_PtCloates_Naked-BOSS",0,54,83.7412109375,0.634795413083623,276.249998951915,-0.0173158645629883,2.20146656036377,6.43756103515625,21.3867969512939,-105.128005981445,0.0533333333333333,"No-take"
"131","2022-05_PtCloates_Naked-BOSS_202","202","BOSS","total.abundance",1,-22.6851,113.5571,20220527,NA,"Point Cloates",91.4,"Yes",0,0,0,0,0,1,57,0,0,"2022-05_PtCloates_Naked-BOSS",0,109,91.7629699707031,1.19171786497009,293.714827719017,-0.317771911621094,4.28439331054688,14.033561706543,-9.88903999328613,-81.8739318847656,0,"No-take"
"132","2022-05_PtCloates_Naked-BOSS_202","202","BOSS","species.richness",1,-22.6851,113.5571,20220527,NA,"Point Cloates",91.4,"Yes",0,0,0,0,0,1,57,0,0,"2022-05_PtCloates_Naked-BOSS",0,109,91.7629699707031,1.19171786497009,293.714827719017,-0.317771911621094,4.28439331054688,14.033561706543,-9.88903999328613,-81.8739318847656,0,"No-take"
"133","2022-05_PtCloates_Naked-BOSS_203","203","BOSS","total.abundance",9,-22.7548,113.55,20220519,NA,"Point Cloates",75.7,"Yes",0,0,1,0,0,0.986301369863014,73,0.134615384615385,0.344642250084035,"2022-05_PtCloates_Naked-BOSS",0,45,71.0432434082031,0.660126581497413,284.386371783682,0.878796577453613,2.3355073928833,6.94470977783203,18.8785209655762,-89.921760559082,0.0136986301369863,"No-take"
"134","2022-05_PtCloates_Naked-BOSS_203","203","BOSS","species.richness",4,-22.7548,113.55,20220519,NA,"Point Cloates",75.7,"Yes",0,0,1,0,0,0.986301369863014,73,0.134615384615385,0.344642250084035,"2022-05_PtCloates_Naked-BOSS",0,45,71.0432434082031,0.660126581497413,284.386371783682,0.878796577453613,2.3355073928833,6.94470977783203,18.8785209655762,-89.921760559082,0.0136986301369863,"No-take"
"135","2022-05_PtCloates_Naked-BOSS_204","204","BOSS","total.abundance",1,-22.6911,113.5576,20220526,NA,"Point Cloates",85.8,"Yes",0,0,1,14,1,0.719298245614035,57,0.543478260869565,0.78049903520847,"2022-05_PtCloates_Naked-BOSS",0,102,85.6274032592773,1.38219903555156,302.884444499093,0.00551414489746094,4.8111629486084,17.5219345092773,-5.10974168777466,-80.5176620483398,0.280701754385965,"No-take"
"136","2022-05_PtCloates_Naked-BOSS_204","204","BOSS","species.richness",1,-22.6911,113.5576,20220526,NA,"Point Cloates",85.8,"Yes",0,0,1,14,1,0.719298245614035,57,0.543478260869565,0.78049903520847,"2022-05_PtCloates_Naked-BOSS",0,102,85.6274032592773,1.38219903555156,302.884444499093,0.00551414489746094,4.8111629486084,17.5219345092773,-5.10974168777466,-80.5176620483398,0.280701754385965,"No-take"
"137","2022-05_PtCloates_Naked-BOSS_205","205","BOSS","total.abundance",0,-22.7321,113.5508,20220523,NA,"Point Cloates",80.6,"Yes",0,0,1,24,6,0.474576271186441,59,1.06382978723404,0.247092248145165,"2022-05_PtCloates_Naked-BOSS",0,70,74.7797775268555,0.657833897115622,282.695965842687,-0.109480857849121,2.32662487030029,7.18604278564453,10.5150671005249,-85.2948455810547,0.525423728813559,"No-take"
"138","2022-05_PtCloates_Naked-BOSS_205","205","BOSS","species.richness",0,-22.7321,113.5508,20220523,NA,"Point Cloates",80.6,"Yes",0,0,1,24,6,0.474576271186441,59,1.06382978723404,0.247092248145165,"2022-05_PtCloates_Naked-BOSS",0,70,74.7797775268555,0.657833897115622,282.695965842687,-0.109480857849121,2.32662487030029,7.18604278564453,10.5150671005249,-85.2948455810547,0.525423728813559,"No-take"
