"","sample","scientific","campaignid","latitude","longitude","method","unique_id","number","response","date","site","location","successful.count","depth","fov.limited","fov.open","fov.total.points.annotated","kelps","broad.ascidians","broad.bryozoa","rock","broad.hydroids","broad.invertebrate.complex","macroalgae","broad.octocoral.black","broad.sponges","sand","broad.total.points.annotated","mean.relief","sd.relief","x","y","id","z","slope","aspect","tpi","tri","roughness","detrended","lineartrend","inverts","status","successful.length"
"54","npz6.15","Labridae Coris auricularis","2021-05_Abrolhos_stereo-BRUVs",-28.0588,113.3488,"BRUV",NA,0,"Labridae Coris auricularis_BRUV",20210512,"npz6.15","NPZ6","Y",145,11,29,40,0,0,0,0,1,0,0,0,0,0.962962962962963,27,0,0,113.3488,-28.0588,57,148.092926025391,0.932579110127792,251.999030326723,-0.203357696533203,3.15874862670898,10.0662994384766,-36.1552848815918,-111.937637329102,0.037037037037037,NA,NA
"55","npz6.15","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0712,113.3788,"BOSS","2021-05_Abrolhos_BOSS_npz6.15",0,"Labridae Suezichthys cyanolaemus_BOSS",20210511,"npz6.15","NPZ6","Y",92,6,74,80,0,0,1,0,0,37,0,2,12,0.315789473684211,76,1.79411764705882,0.659235729573739,113.3788,-28.0712,18,96.8354187011719,1.84596547270397,242.93818517574,-1.11984348297119,6.39759540557861,20.931526184082,-8.73591136932373,-88.0995101928711,0.684210526315789,"No-take","Y"
"56","npz6.15","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_stereo-BRUVs",-28.0588,113.3488,"BRUV",NA,0,"Labridae Suezichthys cyanolaemus_BRUV",20210512,"npz6.15","NPZ6","Y",145,11,29,40,0,0,0,0,1,0,0,0,0,0.962962962962963,27,0,0,113.3488,-28.0588,57,148.092926025391,0.932579110127792,251.999030326723,-0.203357696533203,3.15874862670898,10.0662994384766,-36.1552848815918,-111.937637329102,0.037037037037037,NA,NA
"57","npz6.15","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0712,113.3788,"BOSS","2021-05_Abrolhos_BOSS_npz6.15",0,"Lethrinidae Lethrinus miniatus_BOSS",20210511,"npz6.15","NPZ6","Y",92,6,74,80,0,0,1,0,0,37,0,2,12,0.315789473684211,76,1.79411764705882,0.659235729573739,113.3788,-28.0712,18,96.8354187011719,1.84596547270397,242.93818517574,-1.11984348297119,6.39759540557861,20.931526184082,-8.73591136932373,-88.0995101928711,0.684210526315789,"No-take","Y"
"58","npz6.15","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_stereo-BRUVs",-28.0588,113.3488,"BRUV",NA,0,"Lethrinidae Lethrinus miniatus_BRUV",20210512,"npz6.15","NPZ6","Y",145,11,29,40,0,0,0,0,1,0,0,0,0,0.962962962962963,27,0,0,113.3488,-28.0588,57,148.092926025391,0.932579110127792,251.999030326723,-0.203357696533203,3.15874862670898,10.0662994384766,-36.1552848815918,-111.937637329102,0.037037037037037,NA,NA
"59","npz6.15","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0712,113.3788,"BOSS","2021-05_Abrolhos_BOSS_npz6.15",0,"Mullidae Parupeneus spilurus_BOSS",20210511,"npz6.15","NPZ6","Y",92,6,74,80,0,0,1,0,0,37,0,2,12,0.315789473684211,76,1.79411764705882,0.659235729573739,113.3788,-28.0712,18,96.8354187011719,1.84596547270397,242.93818517574,-1.11984348297119,6.39759540557861,20.931526184082,-8.73591136932373,-88.0995101928711,0.684210526315789,"No-take","Y"
"60","npz6.15","Mullidae Parupeneus spilurus","2021-05_Abrolhos_stereo-BRUVs",-28.0588,113.3488,"BRUV",NA,0,"Mullidae Parupeneus spilurus_BRUV",20210512,"npz6.15","NPZ6","Y",145,11,29,40,0,0,0,0,1,0,0,0,0,0.962962962962963,27,0,0,113.3488,-28.0588,57,148.092926025391,0.932579110127792,251.999030326723,-0.203357696533203,3.15874862670898,10.0662994384766,-36.1552848815918,-111.937637329102,0.037037037037037,NA,NA
"61","npz6.16","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0411,113.3588,"BOSS","2021-05_Abrolhos_BOSS_npz6.16",0,"Labridae Choerodon rubescens_BOSS",20210511,"npz6.16","NPZ6","Y",123,0,80,80,0,0,0,0,0,0,0,0,0,1,80,0,0,113.3588,-28.0411,22,124.235816955566,1.19807003780026,267.052993521753,-0.194674491882324,3.90390491485596,11.3236541748047,-26.3243942260742,-97.9114227294922,0,"No-take","Y"
"62","npz6.16","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0411,113.3588,"BOSS","2021-05_Abrolhos_BOSS_npz6.16",0,"Labridae Coris auricularis_BOSS",20210511,"npz6.16","NPZ6","Y",123,0,80,80,0,0,0,0,0,0,0,0,0,1,80,0,0,113.3588,-28.0411,22,124.235816955566,1.19807003780026,267.052993521753,-0.194674491882324,3.90390491485596,11.3236541748047,-26.3243942260742,-97.9114227294922,0,"No-take","Y"
"63","npz6.16","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0411,113.3588,"BOSS","2021-05_Abrolhos_BOSS_npz6.16",0,"Labridae Suezichthys cyanolaemus_BOSS",20210511,"npz6.16","NPZ6","Y",123,0,80,80,0,0,0,0,0,0,0,0,0,1,80,0,0,113.3588,-28.0411,22,124.235816955566,1.19807003780026,267.052993521753,-0.194674491882324,3.90390491485596,11.3236541748047,-26.3243942260742,-97.9114227294922,0,"No-take","Y"
"64","npz6.16","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0411,113.3588,"BOSS","2021-05_Abrolhos_BOSS_npz6.16",0,"Lethrinidae Lethrinus miniatus_BOSS",20210511,"npz6.16","NPZ6","Y",123,0,80,80,0,0,0,0,0,0,0,0,0,1,80,0,0,113.3588,-28.0411,22,124.235816955566,1.19807003780026,267.052993521753,-0.194674491882324,3.90390491485596,11.3236541748047,-26.3243942260742,-97.9114227294922,0,"No-take","Y"
"65","npz6.16","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0411,113.3588,"BOSS","2021-05_Abrolhos_BOSS_npz6.16",0,"Mullidae Parupeneus spilurus_BOSS",20210511,"npz6.16","NPZ6","Y",123,0,80,80,0,0,0,0,0,0,0,0,0,1,80,0,0,113.3588,-28.0411,22,124.235816955566,1.19807003780026,267.052993521753,-0.194674491882324,3.90390491485596,11.3236541748047,-26.3243942260742,-97.9114227294922,0,"No-take","Y"
"66","npz6.17","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0587,113.3939,"BOSS","2021-05_Abrolhos_BOSS_npz6.17",0,"Labridae Choerodon rubescens_BOSS",20210511,"npz6.17","NPZ6","Y",65.7,6,74,80,0,0,0,0,1,32,0,0,34,0.0563380281690141,71,1.484375,0.534290435850456,113.3939,-28.0587,14,65.7911987304688,0.792060108155409,289.461877707251,-0.3689284324646,2.80069303512573,9.68425750732422,8.57943725585938,-74.3706359863281,0.943661971830986,"No-take","Y"
"67","npz6.17","Labridae Choerodon rubescens","2021-05_Abrolhos_stereo-BRUVs",-28.0837,113.3839,"BRUV",NA,0,"Labridae Choerodon rubescens_BRUV",20210512,"npz6.18","NPZ6","Y",94,4,15,19,0,0,1,0,0,9,0,1,5,0,16,2.57142857142857,0.646206172658864,113.3839,-28.0837,61,90.9784164428711,1.51752495559048,246.103083831702,3.09400749206543,5.3710994720459,16.8533782958984,-3.65496897697449,-87.3234481811523,1,NA,NA
"68","npz6.17","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0587,113.3939,"BOSS","2021-05_Abrolhos_BOSS_npz6.17",0,"Labridae Coris auricularis_BOSS",20210511,"npz6.17","NPZ6","Y",65.7,6,74,80,0,0,0,0,1,32,0,0,34,0.0563380281690141,71,1.484375,0.534290435850456,113.3939,-28.0587,14,65.7911987304688,0.792060108155409,289.461877707251,-0.3689284324646,2.80069303512573,9.68425750732422,8.57943725585938,-74.3706359863281,0.943661971830986,"No-take","Y"
"69","npz6.17","Labridae Coris auricularis","2021-05_Abrolhos_stereo-BRUVs",-28.0837,113.3839,"BRUV",NA,2,"Labridae Coris auricularis_BRUV",20210512,"npz6.18","NPZ6","Y",94,4,15,19,0,0,1,0,0,9,0,1,5,0,16,2.57142857142857,0.646206172658864,113.3839,-28.0837,61,90.9784164428711,1.51752495559048,246.103083831702,3.09400749206543,5.3710994720459,16.8533782958984,-3.65496897697449,-87.3234481811523,1,NA,NA
"70","npz6.17","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0587,113.3939,"BOSS","2021-05_Abrolhos_BOSS_npz6.17",0,"Labridae Suezichthys cyanolaemus_BOSS",20210511,"npz6.17","NPZ6","Y",65.7,6,74,80,0,0,0,0,1,32,0,0,34,0.0563380281690141,71,1.484375,0.534290435850456,113.3939,-28.0587,14,65.7911987304688,0.792060108155409,289.461877707251,-0.3689284324646,2.80069303512573,9.68425750732422,8.57943725585938,-74.3706359863281,0.943661971830986,"No-take","Y"
"71","npz6.17","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_stereo-BRUVs",-28.0837,113.3839,"BRUV",NA,0,"Labridae Suezichthys cyanolaemus_BRUV",20210512,"npz6.18","NPZ6","Y",94,4,15,19,0,0,1,0,0,9,0,1,5,0,16,2.57142857142857,0.646206172658864,113.3839,-28.0837,61,90.9784164428711,1.51752495559048,246.103083831702,3.09400749206543,5.3710994720459,16.8533782958984,-3.65496897697449,-87.3234481811523,1,NA,NA
"72","npz6.17","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0587,113.3939,"BOSS","2021-05_Abrolhos_BOSS_npz6.17",0,"Lethrinidae Lethrinus miniatus_BOSS",20210511,"npz6.17","NPZ6","Y",65.7,6,74,80,0,0,0,0,1,32,0,0,34,0.0563380281690141,71,1.484375,0.534290435850456,113.3939,-28.0587,14,65.7911987304688,0.792060108155409,289.461877707251,-0.3689284324646,2.80069303512573,9.68425750732422,8.57943725585938,-74.3706359863281,0.943661971830986,"No-take","Y"
"73","npz6.17","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_stereo-BRUVs",-28.0837,113.3839,"BRUV",NA,0,"Lethrinidae Lethrinus miniatus_BRUV",20210512,"npz6.18","NPZ6","Y",94,4,15,19,0,0,1,0,0,9,0,1,5,0,16,2.57142857142857,0.646206172658864,113.3839,-28.0837,61,90.9784164428711,1.51752495559048,246.103083831702,3.09400749206543,5.3710994720459,16.8533782958984,-3.65496897697449,-87.3234481811523,1,NA,NA
"74","npz6.17","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0587,113.3939,"BOSS","2021-05_Abrolhos_BOSS_npz6.17",0,"Mullidae Parupeneus spilurus_BOSS",20210511,"npz6.17","NPZ6","Y",65.7,6,74,80,0,0,0,0,1,32,0,0,34,0.0563380281690141,71,1.484375,0.534290435850456,113.3939,-28.0587,14,65.7911987304688,0.792060108155409,289.461877707251,-0.3689284324646,2.80069303512573,9.68425750732422,8.57943725585938,-74.3706359863281,0.943661971830986,"No-take","Y"
"75","npz6.17","Mullidae Parupeneus spilurus","2021-05_Abrolhos_stereo-BRUVs",-28.0837,113.3839,"BRUV",NA,0,"Mullidae Parupeneus spilurus_BRUV",20210512,"npz6.18","NPZ6","Y",94,4,15,19,0,0,1,0,0,9,0,1,5,0,16,2.57142857142857,0.646206172658864,113.3839,-28.0837,61,90.9784164428711,1.51752495559048,246.103083831702,3.09400749206543,5.3710994720459,16.8533782958984,-3.65496897697449,-87.3234481811523,1,NA,NA
"76","npz6.18","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0837,113.5038,"BOSS","2021-05_Abrolhos_BOSS_npz6.18",2,"Labridae Choerodon rubescens_BOSS",20210513,"npz6.18","NPZ6","Y",50,5,74,79,0,0,1,0.435897435897436,0,3,3,0,25,0.153846153846154,78,2,0.563436169819011,113.5038,-28.0837,30,48.7936897277832,0.328057734330252,1.90717299739217,-0.505753517150879,1.2520227432251,4.71480178833008,-7.96447849273682,-40.8292121887207,0.371794871794872,"No-take","Y"
"77","npz6.18","Labridae Choerodon rubescens","2021-05_Abrolhos_stereo-BRUVs",-28.0962,113.4438,"BRUV",NA,0,"Labridae Choerodon rubescens_BRUV",20210512,"npz6.19","NPZ6","Y",42.7,6,34,40,0,0,0,0,0,0,0,0,0,1,34,1,0,113.4438,-28.0962,51,30.1450653076172,2.15511259200079,242.854652254418,2.29924964904785,7.45680522918701,22.9617767333984,23.8670024871826,-54.0120697021484,0,NA,NA
"78","npz6.18","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0837,113.5038,"BOSS","2021-05_Abrolhos_BOSS_npz6.18",6,"Labridae Coris auricularis_BOSS",20210513,"npz6.18","NPZ6","Y",50,5,74,79,0,0,1,0.435897435897436,0,3,3,0,25,0.153846153846154,78,2,0.563436169819011,113.5038,-28.0837,30,48.7936897277832,0.328057734330252,1.90717299739217,-0.505753517150879,1.2520227432251,4.71480178833008,-7.96447849273682,-40.8292121887207,0.371794871794872,"No-take","Y"
"79","npz6.18","Labridae Coris auricularis","2021-05_Abrolhos_stereo-BRUVs",-28.0962,113.4438,"BRUV",NA,0,"Labridae Coris auricularis_BRUV",20210512,"npz6.19","NPZ6","Y",42.7,6,34,40,0,0,0,0,0,0,0,0,0,1,34,1,0,113.4438,-28.0962,51,30.1450653076172,2.15511259200079,242.854652254418,2.29924964904785,7.45680522918701,22.9617767333984,23.8670024871826,-54.0120697021484,0,NA,NA
"80","npz6.18","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0837,113.5038,"BOSS","2021-05_Abrolhos_BOSS_npz6.18",1,"Labridae Suezichthys cyanolaemus_BOSS",20210513,"npz6.18","NPZ6","Y",50,5,74,79,0,0,1,0.435897435897436,0,3,3,0,25,0.153846153846154,78,2,0.563436169819011,113.5038,-28.0837,30,48.7936897277832,0.328057734330252,1.90717299739217,-0.505753517150879,1.2520227432251,4.71480178833008,-7.96447849273682,-40.8292121887207,0.371794871794872,"No-take","Y"
"81","npz6.18","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_stereo-BRUVs",-28.0962,113.4438,"BRUV",NA,0,"Labridae Suezichthys cyanolaemus_BRUV",20210512,"npz6.19","NPZ6","Y",42.7,6,34,40,0,0,0,0,0,0,0,0,0,1,34,1,0,113.4438,-28.0962,51,30.1450653076172,2.15511259200079,242.854652254418,2.29924964904785,7.45680522918701,22.9617767333984,23.8670024871826,-54.0120697021484,0,NA,NA
"82","npz6.18","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0837,113.5038,"BOSS","2021-05_Abrolhos_BOSS_npz6.18",1,"Lethrinidae Lethrinus miniatus_BOSS",20210513,"npz6.18","NPZ6","Y",50,5,74,79,0,0,1,0.435897435897436,0,3,3,0,25,0.153846153846154,78,2,0.563436169819011,113.5038,-28.0837,30,48.7936897277832,0.328057734330252,1.90717299739217,-0.505753517150879,1.2520227432251,4.71480178833008,-7.96447849273682,-40.8292121887207,0.371794871794872,"No-take","Y"
"83","npz6.18","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_stereo-BRUVs",-28.0962,113.4438,"BRUV",NA,0,"Lethrinidae Lethrinus miniatus_BRUV",20210512,"npz6.19","NPZ6","Y",42.7,6,34,40,0,0,0,0,0,0,0,0,0,1,34,1,0,113.4438,-28.0962,51,30.1450653076172,2.15511259200079,242.854652254418,2.29924964904785,7.45680522918701,22.9617767333984,23.8670024871826,-54.0120697021484,0,NA,NA
"84","npz6.18","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0837,113.5038,"BOSS","2021-05_Abrolhos_BOSS_npz6.18",4,"Mullidae Parupeneus spilurus_BOSS",20210513,"npz6.18","NPZ6","Y",50,5,74,79,0,0,1,0.435897435897436,0,3,3,0,25,0.153846153846154,78,2,0.563436169819011,113.5038,-28.0837,30,48.7936897277832,0.328057734330252,1.90717299739217,-0.505753517150879,1.2520227432251,4.71480178833008,-7.96447849273682,-40.8292121887207,0.371794871794872,"No-take","Y"
"85","npz6.18","Mullidae Parupeneus spilurus","2021-05_Abrolhos_stereo-BRUVs",-28.0962,113.4438,"BRUV",NA,0,"Mullidae Parupeneus spilurus_BRUV",20210512,"npz6.19","NPZ6","Y",42.7,6,34,40,0,0,0,0,0,0,0,0,0,1,34,1,0,113.4438,-28.0962,51,30.1450653076172,2.15511259200079,242.854652254418,2.29924964904785,7.45680522918701,22.9617767333984,23.8670024871826,-54.0120697021484,0,NA,NA
"86","npz6.19","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0463,113.5314,"BOSS","2021-05_Abrolhos_BOSS_npz6.19",2,"Labridae Choerodon rubescens_BOSS",20210511,"npz6.19","NPZ6","Y",48.1,7,73,80,0,1,0,0.291139240506329,0,0,26,1,12,0.20253164556962,79,2.03125,0.25,113.5314,-28.0463,2,45.2296028137207,0.0948283053613582,266.509235479507,-0.175805568695068,0.700391292572021,2.67759323120117,-0.665113985538483,-44.5644874572754,0.177215189873418,"No-take","Y"
"87","npz6.19","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0463,113.5314,"BOSS","2021-05_Abrolhos_BOSS_npz6.19",29,"Labridae Coris auricularis_BOSS",20210511,"npz6.19","NPZ6","Y",48.1,7,73,80,0,1,0,0.291139240506329,0,0,26,1,12,0.20253164556962,79,2.03125,0.25,113.5314,-28.0463,2,45.2296028137207,0.0948283053613582,266.509235479507,-0.175805568695068,0.700391292572021,2.67759323120117,-0.665113985538483,-44.5644874572754,0.177215189873418,"No-take","Y"
"88","npz6.19","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0463,113.5314,"BOSS","2021-05_Abrolhos_BOSS_npz6.19",0,"Labridae Suezichthys cyanolaemus_BOSS",20210511,"npz6.19","NPZ6","Y",48.1,7,73,80,0,1,0,0.291139240506329,0,0,26,1,12,0.20253164556962,79,2.03125,0.25,113.5314,-28.0463,2,45.2296028137207,0.0948283053613582,266.509235479507,-0.175805568695068,0.700391292572021,2.67759323120117,-0.665113985538483,-44.5644874572754,0.177215189873418,"No-take","Y"
"89","npz6.19","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0463,113.5314,"BOSS","2021-05_Abrolhos_BOSS_npz6.19",0,"Lethrinidae Lethrinus miniatus_BOSS",20210511,"npz6.19","NPZ6","Y",48.1,7,73,80,0,1,0,0.291139240506329,0,0,26,1,12,0.20253164556962,79,2.03125,0.25,113.5314,-28.0463,2,45.2296028137207,0.0948283053613582,266.509235479507,-0.175805568695068,0.700391292572021,2.67759323120117,-0.665113985538483,-44.5644874572754,0.177215189873418,"No-take","Y"
"90","npz6.19","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0463,113.5314,"BOSS","2021-05_Abrolhos_BOSS_npz6.19",1,"Mullidae Parupeneus spilurus_BOSS",20210511,"npz6.19","NPZ6","Y",48.1,7,73,80,0,1,0,0.291139240506329,0,0,26,1,12,0.20253164556962,79,2.03125,0.25,113.5314,-28.0463,2,45.2296028137207,0.0948283053613582,266.509235479507,-0.175805568695068,0.700391292572021,2.67759323120117,-0.665113985538483,-44.5644874572754,0.177215189873418,"No-take","Y"
"91","npz6.2","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0862,113.3863,"BOSS","2021-05_Abrolhos_BOSS_npz6.2",0,"Labridae Choerodon rubescens_BOSS",20210513,"npz6.2","NPZ6","Y",92,5,75,80,0,0,1,0,2,19,0,7,44,0.051948051948052,77,2.88709677419355,1.1323099661019,113.3863,-28.0862,40,91.6866226196289,1.1467275593627,220.956105898616,1.22694873809814,3.79261302947998,14.6686325073242,-5.67743015289307,-86.0091934204102,0.948051948051948,"No-take","Y"
"92","npz6.2","Labridae Choerodon rubescens","2021-05_Abrolhos_stereo-BRUVs",-28.0612,113.4339,"BRUV",NA,1,"Labridae Choerodon rubescens_BRUV",20210512,"npz6.2","NPZ6","Y",43.6,12,28,40,1,0,0,0.571428571428571,0,0,9,0,3,0,28,1.45833333333333,0.508977377704051,113.4339,-28.0612,50,40.2421722412109,1.09885858191754,265.361487590252,0.0329046249389648,3.70206069946289,9.98409652709961,13.2275161743164,-53.4696884155273,0.107142857142857,NA,NA
"93","npz6.2","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0862,113.3863,"BOSS","2021-05_Abrolhos_BOSS_npz6.2",0,"Labridae Coris auricularis_BOSS",20210513,"npz6.2","NPZ6","Y",92,5,75,80,0,0,1,0,2,19,0,7,44,0.051948051948052,77,2.88709677419355,1.1323099661019,113.3863,-28.0862,40,91.6866226196289,1.1467275593627,220.956105898616,1.22694873809814,3.79261302947998,14.6686325073242,-5.67743015289307,-86.0091934204102,0.948051948051948,"No-take","Y"
"94","npz6.2","Labridae Coris auricularis","2021-05_Abrolhos_stereo-BRUVs",-28.0612,113.4339,"BRUV",NA,164,"Labridae Coris auricularis_BRUV",20210512,"npz6.2","NPZ6","Y",43.6,12,28,40,1,0,0,0.571428571428571,0,0,9,0,3,0,28,1.45833333333333,0.508977377704051,113.4339,-28.0612,50,40.2421722412109,1.09885858191754,265.361487590252,0.0329046249389648,3.70206069946289,9.98409652709961,13.2275161743164,-53.4696884155273,0.107142857142857,NA,NA
"95","npz6.2","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0862,113.3863,"BOSS","2021-05_Abrolhos_BOSS_npz6.2",0,"Labridae Suezichthys cyanolaemus_BOSS",20210513,"npz6.2","NPZ6","Y",92,5,75,80,0,0,1,0,2,19,0,7,44,0.051948051948052,77,2.88709677419355,1.1323099661019,113.3863,-28.0862,40,91.6866226196289,1.1467275593627,220.956105898616,1.22694873809814,3.79261302947998,14.6686325073242,-5.67743015289307,-86.0091934204102,0.948051948051948,"No-take","Y"
"96","npz6.2","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_stereo-BRUVs",-28.0612,113.4339,"BRUV",NA,0,"Labridae Suezichthys cyanolaemus_BRUV",20210512,"npz6.2","NPZ6","Y",43.6,12,28,40,1,0,0,0.571428571428571,0,0,9,0,3,0,28,1.45833333333333,0.508977377704051,113.4339,-28.0612,50,40.2421722412109,1.09885858191754,265.361487590252,0.0329046249389648,3.70206069946289,9.98409652709961,13.2275161743164,-53.4696884155273,0.107142857142857,NA,NA
"97","npz6.2","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_BOSS",-28.0862,113.3863,"BOSS","2021-05_Abrolhos_BOSS_npz6.2",0,"Lethrinidae Lethrinus miniatus_BOSS",20210513,"npz6.2","NPZ6","Y",92,5,75,80,0,0,1,0,2,19,0,7,44,0.051948051948052,77,2.88709677419355,1.1323099661019,113.3863,-28.0862,40,91.6866226196289,1.1467275593627,220.956105898616,1.22694873809814,3.79261302947998,14.6686325073242,-5.67743015289307,-86.0091934204102,0.948051948051948,"No-take","Y"
"98","npz6.2","Lethrinidae Lethrinus miniatus","2021-05_Abrolhos_stereo-BRUVs",-28.0612,113.4339,"BRUV",NA,2,"Lethrinidae Lethrinus miniatus_BRUV",20210512,"npz6.2","NPZ6","Y",43.6,12,28,40,1,0,0,0.571428571428571,0,0,9,0,3,0,28,1.45833333333333,0.508977377704051,113.4339,-28.0612,50,40.2421722412109,1.09885858191754,265.361487590252,0.0329046249389648,3.70206069946289,9.98409652709961,13.2275161743164,-53.4696884155273,0.107142857142857,NA,NA
"99","npz6.2","Mullidae Parupeneus spilurus","2021-05_Abrolhos_BOSS",-28.0862,113.3863,"BOSS","2021-05_Abrolhos_BOSS_npz6.2",0,"Mullidae Parupeneus spilurus_BOSS",20210513,"npz6.2","NPZ6","Y",92,5,75,80,0,0,1,0,2,19,0,7,44,0.051948051948052,77,2.88709677419355,1.1323099661019,113.3863,-28.0862,40,91.6866226196289,1.1467275593627,220.956105898616,1.22694873809814,3.79261302947998,14.6686325073242,-5.67743015289307,-86.0091934204102,0.948051948051948,"No-take","Y"
"100","npz6.2","Mullidae Parupeneus spilurus","2021-05_Abrolhos_stereo-BRUVs",-28.0612,113.4339,"BRUV",NA,1,"Mullidae Parupeneus spilurus_BRUV",20210512,"npz6.2","NPZ6","Y",43.6,12,28,40,1,0,0,0.571428571428571,0,0,9,0,3,0,28,1.45833333333333,0.508977377704051,113.4339,-28.0612,50,40.2421722412109,1.09885858191754,265.361487590252,0.0329046249389648,3.70206069946289,9.98409652709961,13.2275161743164,-53.4696884155273,0.107142857142857,NA,NA
"101","npz6.20","Labridae Choerodon rubescens","2021-05_Abrolhos_BOSS",-28.0462,113.4413,"BOSS","2021-05_Abrolhos_BOSS_npz6.20",0,"Labridae Choerodon rubescens_BOSS",20210511,"npz6.20","NPZ6","Y",51,6,74,80,0,0,0,0.772151898734177,0,0,7,0,11,0,79,2.23188405797101,1.2144343579993,113.4413,-28.0462,12,57.5754737854004,1.24116061598047,32.8329458359449,-1.09644889831543,4.48446559906006,14.6909675598145,-7.32903671264648,-50.2464370727539,0.139240506329114,"No-take","Y"
"102","npz6.20","Labridae Choerodon rubescens","2021-05_Abrolhos_stereo-BRUVs",-28.0736,113.4593,"BRUV",NA,4,"Labridae Choerodon rubescens_BRUV",20210512,"npz6.21","NPZ6","Y",50.4,13,27,40,0,0,0,0.5,0,1,7,0,1,0.125,24,1.15,0.366347548532523,113.4593,-28.0736,53,46.4441719055176,0.7162471755693,37.565458103643,1.2263355255127,2.58530521392822,8.85815811157227,-0.249964714050293,-46.194206237793,0.0833333333333333,NA,NA
"103","npz6.20","Labridae Coris auricularis","2021-05_Abrolhos_BOSS",-28.0462,113.4413,"BOSS","2021-05_Abrolhos_BOSS_npz6.20",0,"Labridae Coris auricularis_BOSS",20210511,"npz6.20","NPZ6","Y",51,6,74,80,0,0,0,0.772151898734177,0,0,7,0,11,0,79,2.23188405797101,1.2144343579993,113.4413,-28.0462,12,57.5754737854004,1.24116061598047,32.8329458359449,-1.09644889831543,4.48446559906006,14.6909675598145,-7.32903671264648,-50.2464370727539,0.139240506329114,"No-take","Y"
"104","npz6.20","Labridae Coris auricularis","2021-05_Abrolhos_stereo-BRUVs",-28.0736,113.4593,"BRUV",NA,3,"Labridae Coris auricularis_BRUV",20210512,"npz6.21","NPZ6","Y",50.4,13,27,40,0,0,0,0.5,0,1,7,0,1,0.125,24,1.15,0.366347548532523,113.4593,-28.0736,53,46.4441719055176,0.7162471755693,37.565458103643,1.2263355255127,2.58530521392822,8.85815811157227,-0.249964714050293,-46.194206237793,0.0833333333333333,NA,NA
"105","npz6.20","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_BOSS",-28.0462,113.4413,"BOSS","2021-05_Abrolhos_BOSS_npz6.20",1,"Labridae Suezichthys cyanolaemus_BOSS",20210511,"npz6.20","NPZ6","Y",51,6,74,80,0,0,0,0.772151898734177,0,0,7,0,11,0,79,2.23188405797101,1.2144343579993,113.4413,-28.0462,12,57.5754737854004,1.24116061598047,32.8329458359449,-1.09644889831543,4.48446559906006,14.6909675598145,-7.32903671264648,-50.2464370727539,0.139240506329114,"No-take","Y"
"106","npz6.20","Labridae Suezichthys cyanolaemus","2021-05_Abrolhos_stereo-BRUVs",-28.0736,113.4593,"BRUV",NA,2,"Labridae Suezichthys cyanolaemus_BRUV",20210512,"npz6.21","NPZ6","Y",50.4,13,27,40,0,0,0,0.5,0,1,7,0,1,0.125,24,1.15,0.366347548532523,113.4593,-28.0736,53,46.4441719055176,0.7162471755693,37.565458103643,1.2263355255127,2.58530521392822,8.85815811157227,-0.249964714050293,-46.194206237793,0.0833333333333333,NA,NA
