Date,Sample,Time.bottom,Time.end,Depth,Raw.hdd.number,Con.hdd.number,Latitude,Longitude,Comment,FishnClipz,Habitat.image.exported,Downwards.image.exported,Status,Site,Location,Marine.region,Observer,Successful.count,Successful.length,Video.notes,Maxn.analyst,Maxn.complete.yyyymmdd,Maxn.checker,Length.analyst,Length.complete.date.yyyymmdd,Notes
20210311,81,09:41:57,09:50:55,67.3,RAW3,CON1,-34.0726,114.775,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210419,,,,"some small birfurcatus, could call SUS but they are swimming with larger bifurcatus"
20210311,29,10:08:31,10:16:39,74,RAW3,CON1,-34.1266,114.784,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210419,,,,
20210311,61,10:18:51,10:27:03,80.9,RAW3,CON1,-34.1305,114.783,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210419,,,,nice sized snapper
20210311,21,10:31:29,10:39:38,62.5,RAW3,CON1,-34.1285,114.797,filmed 58 but should be 21,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210419,,,,
20210311,58,10:43:21,10:50:25,62.1,RAW3,CON1,-34.1219,114.794,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210419,,,,
20210311,87,10:54:39,11:08:20,59.2,RAW3,CON1,-34.1259,114.805,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210420,,,,
20210311,132,11:07:21,11:14:48,54.3,RAW3,CON1,-34.1162,114.808,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210420,,,,nice reef sand edge
20210311,9,11:17:35,11:25:18,51.7,RAW3,CON1,-34.1175,114.813,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210420,,,,
20210311,111,11:31:22,11:38:50,49.9,RAW3,CON1,-34.1035,114.812,Checked Cameras and Hula light,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210420,,,,
20210311,142,11:43:30,11:50:55,49.3,RAW3,CON1,-34.0971,114.814,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210420,,,,
20210311,66,11:56:02,12:03:07,51,RAW3,CON1,-34.0855,114.807,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,Bottom light off,Claude,20210420,,,,
20210311,34,12:07:52,12:15:35,56.3,RAW3,CON1,-34.0829,114.798,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,Bottom light off,Claude,20210420,,,,
20210311,19,12:18:47,12:27:31,50.6,RAW3,CON1,-34.0802,114.806,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,Bottom light off,Claude,20210420,,,,bulk bullseyes - juvenile parma bicolor after period
20210311,75,12:30:45,12:38:31,49.6,RAW3,CON1,-34.0836,114.816,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210420,,,,
20210311,51,12:43:40,12:50:45,49.7,RAW3,CON1,-34.0709,114.814,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210420,,,,
20210311,31,12:55:47,13:03:11,50.5,RAW3,CON1,-34.061,114.806,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,Bottom light off,Claude,20210420,,,,
20210311,13,13:07:27,13:14:30,49.6,RAW3,CON1,-34.051,114.813,,Yes,Yes,Yes,No-take,NA,West Coast,South-west,Claude,Yes,No,,Claude,20210420,,,,
